"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21,
10,62166,1030212,Fresno,Fresno Unified,Roosevelt Continuation,2,0,0,NA,NA,NA,
10,62166,1035831,Fresno,Fresno Unified,Roosevelt High,493,35,7.1,    15.7,       4,     0.8,
10,62166,1030642,Fresno,Fresno Unified,School of Unlimited Learning,102,0,0,NA,NA,NA,
10,62166,1030675,Fresno,Fresno Unified,Sunnyside High,533,128,24,    17.1,      20,     3.8,
10,62166,0106740,Fresno,Fresno Unified,Valley Preparatory Academy,7,0,0,NA,NA,NA,
10,62166,1030840,Fresno,Fresno Unified,Woodson (Carter G.) Public Charter,33,0,0,NA,NA,NA,
10,62166,1030287,Fresno,Fresno Unified,Young (J.E.) Academic Center,198,1,0.5,NA,NA,NA,
10,75234,1030352,Fresno,Golden Plains Unified,Rio Del Rey High,14,0,0,NA,NA,NA,
10,75234,1037456,Fresno,Golden Plains Unified,Tranquillity High,117,24,20.5,    15.3,       1,     0.9,
10,73999,1033430,Fresno,Kerman Unified,Kerman High,219,39,17.8,    18.1,      12,     5.5,
10,73999,1033422,Fresno,Kerman Unified,Nova High,2,0,0,NA,NA,NA,
10,62265,1033703,Fresno,Kings Canyon Joint Unified,Kings Canyon Continuation,26,0,0,NA,NA,NA,
10,62265,1030378,Fresno,Kings Canyon Joint Unified,Mountain View (Alternative),166,0,0,NA,NA,NA,
10,62265,1035310,Fresno,Kings Canyon Joint Unified,Reedley High,451,49,10.9,    19.3,      17,     3.8,
10,62257,1033695,Fresno,Kingsburg Joint Union High,Kingsburg High,215,15,7,    20.4,       8,     3.7,
10,62257,1033729,Fresno,Kingsburg Joint Union High,Oasis Continuation High,11,0,0,NA,NA,NA,
10,62281,1033950,Fresno,Laton Joint Unified,Laton High,43,0,0,NA,NA,NA,
10,75127,1030493,Fresno,Mendota Unified,Mendota High,119,24,20.2,    16.9,       5,     4.2,
10,75127,1030261,Fresno,Mendota Unified,Rio de Plata High,2,0,0,NA,NA,NA,
10,62364,0107623,Fresno,Parlier Unified,Crescent View Charter High School,8,0,0,NA,NA,NA,
10,62364,1034990,Fresno,Parlier Unified,Parlier High,182,29,15.9,    17.1,       4,     2.2,
10,62364,1035005,Fresno,Parlier Unified,San Joaquin Valley High (Continuation),34,0,0,NA,NA,NA,
10,75408,1030253,Fresno,Riverdale Joint Unified,Horizon Continuation High,10,0,0,NA,NA,NA,
10,75408,1035575,Fresno,Riverdale Joint Unified,Riverdale High,127,12,9.4,    17.7,       1,     0.8,
10,62414,1030766,Fresno,Sanger Unified,Hallmark Charter,109,0,0,NA,NA,NA,
10,62414,1036086,Fresno,Sanger Unified,Kings River High (Continuation),17,0,0,NA,NA,NA,
10,62414,1036094,Fresno,Sanger Unified,Sanger High,423,30,7.1,    20.6,      15,     3.5,
10,62414,1030451,Fresno,Sanger Unified,Taft High (Independent Study),33,0,0,NA,NA,NA,
10,62430,1036607,Fresno,Selma Unified,Heartland High (Continuation),10,0,0,NA,NA,NA,
10,62430,1036672,Fresno,Selma Unified,Selma High,329,22,6.7,    21.1,      12,     3.6,
10,62430,1030758,Fresno,Selma Unified,Selma Independent,38,0,0,NA,NA,NA,
10,75275,1030139,Fresno,Sierra Unified,Sandy Bluffs Educ. Ctr (Cont.),21,0,0,NA,NA,NA,
10,75275,1036938,Fresno,Sierra Unified,Sierra High,205,12,5.9,    24.1,       9,     4.4,
10,75275,1030808,Fresno,Sierra Unified,University High,62,0,0,NA,NA,NA,
10,62521,1038298,Fresno,Washington Union High,Easton Continuation High,13,0,0,NA,NA,NA,
10,62521,1038306,Fresno,Washington Union High,Washington High,281,32,11.4,    16.5,       6,     2.1,
10,62174,1030865,Fresno,West Fresno Elementary,One Step Up Charter Academy,33,0,0,NA,NA,NA,
10,62174,1030774,Fresno,West Fresno Elementary,W.E.B. DuBois Public Charter,33,1,3,NA,NA,NA,
10,62174,1030857,Fresno,West Fresno Elementary,West Fresno Performing Arts Academy,7,0,0,NA,NA,NA,
10,62539,6112387,Fresno,West Park Elementary,West Park Charter Academy,53,0,0,NA,NA,NA,
11,10116,1130103,Glenn,Glenn County Office of Education,Finch (William),21,0,0,NA,NA,NA,
11,10116,1130087,Glenn,Glenn County Office of Education,Glenn County Juvenile Court,2,0,0,NA,NA,NA,
11,10116,6077184,Glenn,Glenn County Office of Education,Glenn County Special Education,13,0,0,NA,NA,NA,
11,62588,1130053,Glenn,Hamilton Union High,Barkley (Ella) High,17,0,0,NA,NA,NA,
11,62588,1130111,Glenn,Hamilton Union High,Hamilton Community Day,1,0,0,NA,NA,NA,
11,62588,1133701,Glenn,Hamilton Union High,Hamilton Union High,73,24,32.9,    20.3,      11,    15.1,
11,75481,1130012,Glenn,Orland Joint Unified,North Valley High (Cont.),10,0,0,NA,NA,NA,
11,75481,1130145,Glenn,Orland Joint Unified,Orland Community Day,3,0,0,NA,NA,NA,
11,75481,1135656,Glenn,Orland Joint Unified,Orland High,141,18,12.8,    17.9,       5,     3.5,
11,62646,1136209,Glenn,Princeton Joint Unified,Princeton Junior-Senior High,13,0,0,NA,NA,NA,
11,62653,1130046,Glenn,Stony Creek Joint Unified,Bidwell Point High (Continuation),2,0,0,NA,NA,NA,
11,62653,1132109,Glenn,Stony Creek Joint Unified,Elk Creek Junior-Senior High,15,0,0,NA,NA,NA,
11,62661,1130038,Glenn,Willows Unified,Willows Community High (Cont),6,0,0,NA,NA,NA,
11,62661,1132851,Glenn,Willows Unified,Willows High,116,15,12.9,    20.5,       7,     6.0,
12,62695,1230168,Humboldt,Big Lagoon Union Elementary,Big Lagoon Charter,16,0,0,NA,NA,NA,
12,75515,1232057,Humboldt,Eureka City Unified,Barnum (Zoe) High (Cont.),79,0,0,NA,NA,NA,
12,75515,6103204,Humboldt,Eureka City Unified,Cic Program,1,0,0,NA,NA,NA,
12,75515,1232206,Humboldt,Eureka City Unified,Eureka Senior High,348,27,7.8,    22.4,      19,     5.5,
12,75515,1230101,Humboldt,Eureka City Unified,Humboldt Bay High (Cont.),13,0,0,NA,NA,NA,
12,75374,1232909,Humboldt,Ferndale Unified,Ferndale High,46,0,0,NA,NA,NA,
12,62810,1233352,Humboldt,Fortuna Union High,East High (Continuation),52,0,0,NA,NA,NA,
12,62810,1233402,Humboldt,Fortuna Union High,Fortuna Union High,243,7,2.9,NA,NA,NA,
12,10124,0106153,Humboldt,Humboldt County Office of Education,Eel River Community,21,0,0,NA,NA,NA,
12,10124,0106161,Humboldt,Humboldt County Office of Education,Eureka Community,40,0,0,NA,NA,NA,
12,10124,0106187,Humboldt,Humboldt County Office of Education,Hoopa Community,4,0,0,NA,NA,NA,
12,10124,0106195,Humboldt,Humboldt County Office of Education,Humboldt County Office of Education Court,2,0,0,NA,NA,NA,
12,10124,0106203,Humboldt,Humboldt County Office of Education,Humboldt County Office of Education Juvenile Hall,7,0,0,NA,NA,NA,
12,10124,6077192,Humboldt,Humboldt County Office of Education,Humboldt County Special Education,6,0,0,NA,NA,NA,
12,10124,0106179,Humboldt,Humboldt County Office of Education,Southern Humboldt Community,5,0,0,NA,NA,NA,
12,62901,1230028,Humboldt,Klamath-Trinity Joint Unified,Captain John Continuation,4,0,0,NA,NA,NA,
12,62901,1234004,Humboldt,Klamath-Trinity Joint Unified,Hoopa Valley High,50,0,0,NA,NA,NA,
12,62927,1230150,Humboldt,Loleta Union Elementary,Pacific View Charter,24,0,0,NA,NA,NA,
12,75382,1230135,Humboldt,Mattole Unified,Mattole Valley Charter (#159),89,0,0,NA,NA,NA,
12,75382,1230085,Humboldt,Mattole Unified,Triple Junction High,3,0,0,NA,NA,NA,
12,62687,1230705,Humboldt,Northern Humboldt Union High,Arcata High,227,49,21.6,    25.0,      42,    18.5,
12,62687,1235209,Humboldt,Northern Humboldt Union High,McKinleyville High,196,10,5.1,NA,NA,NA,
12,62687,1230143,Humboldt,Northern Humboldt Union High,Northern Humboldt Community Day,6,0,0,NA,NA,NA,
12,62687,1230044,Humboldt,Northern Humboldt Union High,Pacific Coast High (Continuation),30,0,0,NA,NA,NA,
12,62687,0107110,Humboldt,Northern Humboldt Union High,Six Rivers Charter High,11,0,0,NA,NA,NA,
12,62687,1230051,Humboldt,Northern Humboldt Union High,Tsurai High (Continuation),22,0,0,NA,NA,NA,
12,63040,1230010,Humboldt,Southern Humboldt Joint Unified,Osprey Learning Center,5,0,0,NA,NA,NA,
12,63040,1230069,Humboldt,Southern Humboldt Joint Unified,Osprey Learning Center (Alternative),22,0,0,NA,NA,NA,
12,63040,1237007,Humboldt,Southern Humboldt Joint Unified,South Fork Junior - Senior High,89,1,1.1,NA,NA,NA,
13,63081,1331404,Imperial,Brawley Union High,Brawley High,369,40,10.8,    20.1,      17,     4.6,
13,63081,1331354,Imperial,Brawley Union High,Desert Valley High (Continuation),49,0,0,NA,NA,NA,
13,63081,1330141,Imperial,Brawley Union High,Renaissance (Community Day),2,0,0,NA,NA,NA,
13,63099,1332154,Imperial,Calexico Unified,Aurora High (Continuation),77,0,0,NA,NA,NA,
13,63099,1332204,Imperial,Calexico Unified,Calexico High,579,46,7.9,    19.7,      17,     2.9,
13,63107,1332501,Imperial,Calipatria Unified,Calipatria High,77,5,6.5,NA,NA,NA,
13,63107,1330034,Imperial,Calipatria Unified,Midway High,5,0,0,NA,NA,NA,
13,63115,1333004,Imperial,Central Union High,Central High,302,66,21.9,    18.5,      19,     6.3,
13,63115,1333558,Imperial,Central Union High,Desert Oasis High (Continuation),26,1,3.8,NA,NA,NA,
13,63115,1330133,Imperial,Central Union High,Southwest High,459,50,10.9,    20.1,      20,     4.4,
13,63149,1335306,Imperial,Holtville Unified,Holtville High,111,20,18,    18.9,       6,     5.4,
13,63149,1337138,Imperial,Holtville Unified,Webb (Sam) Continuation,17,0,0,NA,NA,NA,
13,10132,1330117,Imperial,Imperial County Office of Education,Imperial County Juvenile Hall/Community,22,0,0,NA,NA,NA,
13,10132,6069272,Imperial,Imperial County Office of Education,Imperial County Special Education,53,0,0,NA,NA,NA,
13,63164,1331115,Imperial,Imperial Unified,Imperial Ave. Holbrook High (Cont.),2,0,0,NA,NA,NA,
13,63164,1335900,Imperial,Imperial Unified,Imperial High,149,18,12.1,    23.4,      15,    10.1,
13,63214,1330018,Imperial,San Pasqual Valley Unified,Manes (Bill M.) High,6,0,0,NA,NA,NA,
13,63214,1337609,Imperial,San Pasqual Valley Unified,San Pasqual Valley High,32,5,15.6,NA,NA,NA,
14,63248,1431352,Inyo,Big Pine Unified,Big Pine High,13,3,23.1,NA,NA,NA,
14,63248,1430123,Inyo,Big Pine Unified,Eureka Dunes High,6,0,0,NA,NA,NA,
14,63263,1431600,Inyo,Bishop Joint Union High,Bishop High,177,5,2.8,NA,NA,NA,
14,63263,1430057,Inyo,Bishop Joint Union High,Palisade High,22,0,0,NA,NA,NA,
14,63271,1438308,Inyo,Death Valley Unified,Death Valley High Academy,10,0,0,NA,NA,NA,
14,10140,1430131,Inyo,Inyo County Office of Education,Alabama Hills Community Day,5,0,0,NA,NA,NA,
14,10140,1430073,Inyo,Inyo County Office of Education,Jill Kinmont Boothe,16,0,0,NA,NA,NA,
14,63289,1434901,Inyo,Lone Pine Unified,Lone Pine High,24,0,0,NA,NA,NA,
14,63297,1430107,Inyo,Owens Valley Unified,Bright (Keith B.) High (Juvenile Hall),5,0,0,NA,NA,NA,
14,63297,1436203,Inyo,Owens Valley Unified,Owens Valley High,10,0,0,NA,NA,NA,
15,63412,1531672,Kern,Delano Joint Union High,Delano High,673,41,6.1,    20.3,      21,     3.1,
15,63412,1530211,Kern,Delano Joint Union High,Valencia (Ygnacio) High (Alternative),75,0,0,NA,NA,NA,
15,63412,1531656,Kern,Delano Joint Union High,Valley High,24,1,4.2,NA,NA,NA,
15,75168,1530401,Kern,El Tejon Unified,Frazier Mountain High,116,8,6.9,NA,NA,NA,
15,10157,1530310,Kern,Kern County Office of Education,Kern County Community,394,0,0,NA,NA,NA,
15,10157,1530302,Kern,Kern County Office of Education,Kern County Juvenile Court,172,0,0,NA,NA,NA,
15,10157,6069496,Kern,Kern County Office of Education,Kern County Special Education,18,0,0,NA,NA,NA,
15,10157,1530492,Kern,Kern County Office of Education,Valley Oaks Charter,40,2,5,NA,NA,NA,
15,63529,1530252,Kern,Kern Union High,Arvin High,532,74,13.9,    17.2,      10,     1.9,
15,63529,1530708,Kern,Kern Union High,Bakersfield High,634,34,5.4,    21.1,      20,     3.2,
15,63529,1530369,Kern,Kern Union High,Centennial High,523,39,7.5,    22.5,      28,     5.4,
15,63529,1530021,Kern,Kern Union High,Central Valley (Continuation) High,20,0,0,NA,NA,NA,
15,63529,1532290,Kern,Kern Union High,East Bakersfield High,498,45,9,    19.4,      14,     2.8,
15,63529,1532605,Kern,Kern Union High,Foothill High,511,26,5.1,    20.0,      14,     2.7,
15,63529,0100198,Kern,Kern Union High,Golden Valley High,2,0,0,NA,NA,NA,
15,63529,1533330,Kern,Kern Union High,Highland High,461,12,2.6,    20.9,       6,     1.3,
15,63529,1533538,Kern,Kern Union High,Kern Valley High,144,14,9.7,    19.5,       5,     3.5,
15,63529,1530435,Kern,Kern Union High,Kern Workforce 2000 Academy (Charter),288,0,0,NA,NA,NA,
15,63529,1530476,Kern,Kern Union High,Liberty High,600,52,8.7,    23.4,      39,     6.5,
15,63529,1534775,Kern,Kern Union High,North High,454,29,6.4,    20.1,      12,     2.6,
15,63529,1530047,Kern,Kern Union High,Nueva Continuation High,77,0,0,NA,NA,NA,
15,63529,1530385,Kern,Kern Union High,Ridgeview High,631,37,5.9,    18.7,      12,     1.9,
15,63529,1535087,Kern,Kern Union High,Shafter High,318,27,8.5,    18.4,       6,     1.9,
15,63529,1535392,Kern,Kern Union High,South High,538,88,16.4,    18.1,      19,     3.5,
15,63529,1530203,Kern,Kern Union High,Special Services/Constellation,3,0,0,NA,NA,NA,
15,63529,1530344,Kern,Kern Union High,Stockdale High,593,103,17.4,    23.2,      68,    11.5,
15,63529,1530294,Kern,Kern Union High,Summit Continuation,11,0,0,NA,NA,NA,
15,63529,1536325,Kern,Kern Union High,Vista High (Continuation),154,0,0,NA,NA,NA,
15,63529,1530112,Kern,Kern Union High,Vista West Continuation,190,0,0,NA,NA,NA,
15,63529,1536606,Kern,Kern Union High,West High,570,24,4.2,    19.1,       6,     1.1,
15,63628,1533843,Kern,Maricopa Unified,Maricopa High,29,0,0,NA,NA,NA,
15,73908,1534155,Kern,McFarland Unified,McFarland High,167,6,3.6,NA,NA,NA,
15,73908,1530229,Kern,McFarland Unified,McFarland Independent,47,0,0,NA,NA,NA,
15,73908,1530146,Kern,McFarland Unified,San Joaquin High (Continuation),7,0,0,NA,NA,NA,
15,63677,1530336,Kern,Mojave Unified,Douglas,36,0,0,NA,NA,NA,
15,63677,1534460,Kern,Mojave Unified,Mojave Senior High,114,11,9.6,    22.3,       6,     5.3,
15,63677,1530013,Kern,Mojave Unified,Mountain View High (Continuation),8,0,0,NA,NA,NA,
15,63685,1530997,Kern,Muroc Joint Unified,Boron Junior-Senior High,38,0,0,NA,NA,NA,
15,63685,1531987,Kern,Muroc Joint Unified,Desert High,89,17,19.1,    23.8,       9,    10.1,
15,63685,1530286,Kern,Muroc Joint Unified,McGowan (Robert) High (Continuation),5,0,0,NA,NA,NA,
15,73742,1531367,Kern,Sierra Sands Unified,Burroughs High,330,10,3,NA,NA,NA,
15,73742,1530054,Kern,Sierra Sands Unified,Mesquite Continuation High,69,1,1.4,NA,NA,NA,
15,63776,1530377,Kern,Southern Kern Unified,Lincoln (Abraham) Alternative,30,0,0,NA,NA,NA,
15,63776,1530039,Kern,Southern Kern Unified,Rare Earth High (Continuation),9,0,0,NA,NA,NA,
15,63776,1534957,Kern,Southern Kern Unified,Rosamond High,147,2,1.4,NA,NA,NA,
15,63818,1530138,Kern,Taft Union High,Buena Vista High (Continuation),2,0,0,NA,NA,NA,
15,63818,1535905,Kern,Taft Union High,Taft Union High,160,3,1.9,NA,NA,NA,
15,63826,1530245,Kern,Tehachapi Unified,Monroe High (Continuation),87,0,0,NA,NA,NA,
15,63826,1536135,Kern,Tehachapi Unified,Tehachapi High,265,22,8.3,    23.2,      18,     6.8,
15,63859,1530351,Kern,Wasco Union High,Independence High (Continuation),29,0,0,NA,NA,NA,
15,63859,1536440,Kern,Wasco Union High,Wasco High,320,40,12.5,    20.8,      23,     7.2,
16,63891,1632207,Kings,Corcoran Joint Unified,Corcoran High,213,20,9.4,    18.0,       5,     2.3,
16,63891,1632140,Kings,Corcoran Joint Unified,Kings Lake Education Center,5,0,0,NA,NA,NA,
16,63925,1634401,Kings,Hanford Joint Union High,Hanford High,373,35,9.4,    20.3,      16,     4.3,
16,63925,1630060,Kings,Hanford Joint Union High,Hanford High Night (Continuation),18,0,0,NA,NA,NA,
16,63925,1630169,Kings,Hanford Joint Union High,Hanford West High,348,21,6,    18.8,       4,     1.1,
16,63925,1634245,Kings,Hanford Joint Union High,Johnson (Earl F.) High (Continuation),58,0,0,NA,NA,NA,
16,10165,1630102,Kings,Kings County Office of Education,J. C. Montgomery,23,0,0,NA,NA,NA,
16,10165,1630193,Kings,Kings County Office of Education,Kings County Community,39,0,0,NA,NA,NA,
16,10165,6069298,Kings,Kings County Office of Education,Kings County Special Education,23,0,0,NA,NA,NA,
16,63982,1630011,Kings,Lemoore Union High,Jamison (Donald C.) High (Continuation),43,0,0,NA,NA,NA,
16,63982,1635606,Kings,Lemoore Union High,Lemoore High,417,50,12,    20.4,      22,     5.3,
16,73932,1630953,Kings,Reef-Sunset Unified,Avenal High,99,9,9.1,NA,NA,NA,
16,73932,1630078,Kings,Reef-Sunset Unified,Sunrise High (Continuation),12,0,0,NA,NA,NA,
17,64014,1730043,Lake,Kelseyville Unified,Donaldson (Ed) Education Center,13,0,0,NA,NA,NA,
17,64014,1730100,Lake,Kelseyville Unified,Intermountain High,1,0,0,NA,NA,NA,
17,64014,1730159,Lake,Kelseyville Unified,Kelseyville Community Day,1,0,0,NA,NA,NA,
17,64014,1734359,Lake,Kelseyville Unified,Kelseyville High,121,12,9.9,    25.2,      11,     9.1,
17,64022,1730027,Lake,Konocti Unified,Carle (William C.) High (Continuation),39,0,0,NA,NA,NA,
17,64022,1730134,Lake,Konocti Unified,Genesis High,5,0,0,NA,NA,NA,
17,64022,1730118,Lake,Konocti Unified,Lewis (Richard H.) Alternative,14,0,0,NA,NA,NA,
17,64022,1735000,Lake,Konocti Unified,Lower Lake High,136,1,0.7,NA,NA,NA,
17,10173,1730167,Lake,Lake County Office of Education,Redbud Community,27,0,0,NA,NA,NA,
17,10173,1730068,Lake,Lake County Office of Education,Renaissance Court,11,0,0,NA,NA,NA,
17,64030,1732304,Lake,Lakeport Unified,Clear Lake High,85,9,10.6,NA,NA,NA,
17,64030,1730142,Lake,Lakeport Unified,Lakeport Alternative,6,0,0,NA,NA,NA,
17,64030,1730019,Lake,Lakeport Unified,Natural High (Continuation),12,0,0,NA,NA,NA,
17,64055,1730035,Lake,Middletown Unified,Loconoma Valley High,12,0,0,NA,NA,NA,
17,64055,1736008,Lake,Middletown Unified,Middletown High,127,4,3.1,NA,NA,NA,
17,64071,1730050,Lake,Upper Lake Union High,Clover Valley High (Continuation),10,0,0,NA,NA,NA,
17,64071,1737006,Lake,Upper Lake Union High,Upper Lake High,85,9,10.6,NA,NA,NA,
18,64089,1831601,Lassen,Big Valley Joint Unified,Big Valley High,30,3,10,NA,NA,NA,
18,64089,1830041,Lassen,Big Valley Joint Unified,Gateway High (Continuation),3,0,0,NA,NA,NA,
18,75036,1833409,Lassen,Fort Sage Unified,Herlong High,18,0,0,NA,NA,NA,
18,75036,6010763,Lassen,Fort Sage Unified,Long Valley Elementary,23,0,0,NA,NA,NA,
18,75036,1830033,Lassen,Fort Sage Unified,Render High (Cont.),1,0,0,NA,NA,NA,
18,10181,1830140,Lassen,Lassen County Office of Education,Lassen County Community,23,0,0,NA,NA,NA,
18,10181,1830058,Lassen,Lassen County Office of Education,Lassen County Juvenile Court,4,0,0,NA,NA,NA,
18,10181,6069934,Lassen,Lassen County Office of Education,Lassen County Special Education,4,0,0,NA,NA,NA,
18,64139,1833813,Lassen,Lassen Union High,Credence High (Cont),6,0,0,NA,NA,NA,
18,64139,0106385,Lassen,Lassen Union High,Diamond Mountain Charter High,16,0,0,NA,NA,NA,
18,64139,1833805,Lassen,Lassen Union High,Lassen High,205,21,10.2,    23.3,      15,     7.3,
18,64204,1830090,Lassen,Westwood Unified,Horizon High (Continuation),5,0,0,NA,NA,NA,
18,64204,1830132,Lassen,Westwood Unified,Westwood Charter,176,0,0,NA,NA,NA,
18,64204,1830074,Lassen,Westwood Unified,Westwood Community Day,2,0,0,NA,NA,NA,
18,64204,1838507,Lassen,Westwood Unified,Westwood High,33,0,0,NA,NA,NA,
19,64212,1995596,Los Angeles,ABC Unified,ABC Secondary (Alternative),70,0,0,NA,NA,NA,
19,64212,1930361,Los Angeles,ABC Unified,Artesia High,360,30,8.3,    19.5,      11,     3.1,
19,64212,1930056,Los Angeles,ABC Unified,Cerritos High,573,19,3.3,    23.2,      13,     2.3,
19,64212,1933159,Los Angeles,ABC Unified,Gahr (Richard) High,401,9,2.2,NA,NA,NA,
19,64212,1931641,Los Angeles,ABC Unified,Tracy (Wilbur) High (Continuation),303,0,0,NA,NA,NA,
19,64212,1931880,Los Angeles,ABC Unified,Whitney (Gretchen) High,157,20,12.7,    29.4,      20,    12.7,
19,75309,1995786,Los Angeles,Acton-Agua Dulce Unified,Vasquez High,126,6,4.8,NA,NA,NA,
19,75713,1930148,Los Angeles,Alhambra Unified,Alhambra Adult High,0,1,0,NA,NA,NA,
19,75713,1996396,Los Angeles,Alhambra Unified,Alhambra Community Day,4,0,0,NA,NA,NA,
19,75713,1930163,Los Angeles,Alhambra Unified,Alhambra High,713,34,4.8,    20.8,      18,     2.5,
19,75713,1930122,Los Angeles,Alhambra Unified,Century High (Cont),158,0,0,NA,NA,NA,
19,75713,1995430,Los Angeles,Alhambra Unified,Independence High (Alternative),177,0,0,NA,NA,NA,
