"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21
19,64683,1930080,Los Angeles,Las Virgenes Unified,Agoura High,554,171,30.87,25.33,145,84.8
19,64683,1931260,Los Angeles,Las Virgenes Unified,Indian Hills Continuation High,26,,,,,
19,64683,1931781,Los Angeles,Las Virgenes Unified,Calabasas High,444,170,38.29,25.01,137,80.59
19,64691,1996438,Los Angeles,Lawndale Elementary,Environmental Charter High,55,42,76.36,17.31,5,11.9
19,64709,100602,Los Angeles,Lennox Elementary,"Lennox Mathematics, Science, and Technol",97,94,96.91,17.65,17,18.09
19,64709,1996313,Los Angeles,Lennox Elementary,Animo Leadership High,127,77,60.63,16.43,10,12.99
19,64725,101741,Los Angeles,Long Beach Unified,Select Community Day (Secondary),6,,,,,
19,64725,115378,Los Angeles,Long Beach Unified,Rosie the Riveter Charter High,1,,,,,
19,64725,1930411,Los Angeles,Long Beach Unified,Avalon K-12,54,,,,,
19,64725,1934470,Los Angeles,Long Beach Unified,Jordan High,819,176,21.49,16.67,26,14.77
19,64725,1934678,Los Angeles,Long Beach Unified,Lakewood High,989,99,10.01,20.81,46,46.46
19,64725,1935758,Los Angeles,Long Beach Unified,Millikan Senior High,882,122,13.83,20.42,56,45.9
19,64725,1936947,Los Angeles,Long Beach Unified,Polytechnic High,1105,246,22.26,22.34,142,57.72
19,64725,1937176,Los Angeles,Long Beach Unified,Reid Senior High,219,,,,,
19,64725,1939875,Los Angeles,Long Beach Unified,Wilson High,953,244,25.6,21.59,139,56.97
19,64725,1995539,Los Angeles,Long Beach Unified,California Academy of Mathematics and Sc,143,60,41.96,26.45,59,98.33
19,64725,1995570,Los Angeles,Long Beach Unified,Educational Partnership High,716,,,,,
19,64725,1995935,Los Angeles,Long Beach Unified,Cabrillo (Juan Rodriguez) High,699,57,8.15,16.6,6,10.53
19,64725,1996503,Los Angeles,Long Beach Unified,Renaissance High School for the Arts,92,10,10.87,NA,NA,NA
19,64733,100677,Los Angeles,Los Angeles Unified,High Tech High,57,14,24.56,26.07,13,92.86
19,64733,100750,Los Angeles,Los Angeles Unified,Wallis Annenberg High,68,18,26.47,17.56,4,22.22
19,64733,100776,Los Angeles,Los Angeles Unified,North Valley Charter Academy,27,2,7.41,NA,NA,NA
19,64733,100800,Los Angeles,Los Angeles Unified,Central City Value,78,,,,,
19,64733,101196,Los Angeles,Los Angeles Unified,View Park Preparatory Accelerated High,80,27,33.75,17.15,4,14.81
19,64733,101329,Los Angeles,Los Angeles Unified,James Fenimore Cooper Community Day,1,,,,,
19,64733,101659,Los Angeles,Los Angeles Unified,Crenshaw Arts/Tech Charter High,38,3,7.89,NA,NA,NA
19,64733,101675,Los Angeles,Los Angeles Unified,Oscar De La Hoya Animo Charter High,117,81,69.23,14.48,2,2.47
19,64733,101683,Los Angeles,Los Angeles Unified,Renaissance Arts Academy,17,1,5.88,NA,NA,NA
19,64733,102137,Los Angeles,Los Angeles Unified,Aggeler Community Day,6,,,,,
19,64733,102434,Los Angeles,Los Angeles Unified,Animo South Los Angeles Charter,115,20,17.39,17.05,3,15
19,64733,102541,Los Angeles,Los Angeles Unified,New Designs Charter,29,9,31.03,NA,NA,NA
19,64733,102764,Los Angeles,Los Angeles Unified,Johnson Community Day,15,,,,,
19,64733,102913,Los Angeles,Los Angeles Unified,Middle College High,57,19,33.33,18.32,4,21.05
19,64733,102921,Los Angeles,Los Angeles Unified,Harbor Teacher Preparation Academy,69,44,63.77,20.84,22,50
19,64733,106435,Los Angeles,Los Angeles Unified,Camino Nuevo High School Charter,97,13,13.4,16.38,2,15.38
19,64733,106831,Los Angeles,Los Angeles Unified,Animo Venice Charter High,111,70,63.06,16.36,11,15.71
19,64733,106864,Los Angeles,Los Angeles Unified,Gertz-Ressler Academy High,106,106,100,17.1,14,13.21
19,64733,106997,Los Angeles,Los Angeles Unified,Orthopaedic Hospital,121,28,23.14,18,7,25
19,64733,107003,Los Angeles,Los Angeles Unified,Northridge Academy High,176,44,25,18.3,12,27.27
19,64733,107011,Los Angeles,Los Angeles Unified,International Studies Learning Center,62,6,9.68,NA,NA,NA
19,64733,107755,Los Angeles,Los Angeles Unified,Port of Los Angeles High,103,19,18.45,16.95,2,10.53
19,64733,108878,Los Angeles,Los Angeles Unified,Charter High School of Arts-Multimedia &,78,10,12.82,NA,NA,NA
19,64733,108894,Los Angeles,Los Angeles Unified,Heritage College-Ready High,95,103,E,15.1,4,3.88
19,64733,108936,Los Angeles,Los Angeles Unified,Huntington Park College-Ready Academy,108,37,34.26,16.92,6,16.22
19,64733,109322,Los Angeles,Los Angeles Unified,Pacific Boulevard,10,,,,,
19,64733,109447,Los Angeles,Los Angeles Unified,Santee Education Complex,851,126,14.81,15.16,4,3.17
19,64733,109454,Los Angeles,Los Angeles Unified,South East High,510,86,16.86,16.23,8,9.3
19,64733,109462,Los Angeles,Los Angeles Unified,Maywood Academy High,206,100,48.54,16.44,12,12
19,64733,109512,Los Angeles,Los Angeles Unified,Cal Burke High,43,,,,,
19,64733,109553,Los Angeles,Los Angeles Unified,CA Academy for Liberal Studies Early Col,71,58,81.69,15.69,3,5.17
19,64733,109876,Los Angeles,Los Angeles Unified,Community Charter Early College High,65,,,,,
19,64733,109918,Los Angeles,Los Angeles Unified,Opportunities Unlimited Charter High,30,,,,,
19,64733,109942,Los Angeles,Los Angeles Unified,Los Angeles International,44,3,6.82,NA,NA,NA
19,64733,110668,Los Angeles,Los Angeles Unified,Frida Kahlo High,34,,,,,
19,64733,111484,Los Angeles,Los Angeles Unified,New Village Charter High,35,,,,,
19,64733,111609,Los Angeles,Los Angeles Unified,Animo Film and Theater Arts Charter High,30,9,30,NA,NA,NA
19,64733,112029,Los Angeles,Los Angeles Unified,Miguel Contreras Learning Complex,99,20,20.2,16.35,4,20
19,64733,112037,Los Angeles,Los Angeles Unified,East Valley Senior High,210,32,15.24,16.81,4,12.5
19,64733,112045,Los Angeles,Los Angeles Unified,Arleta High,232,74,31.9,16.49,6,8.11
19,64733,112052,Los Angeles,Los Angeles Unified,Panorama High,292,57,19.52,17.26,9,15.79
19,64733,112847,Los Angeles,Los Angeles Unified,"Arleta High School of Science, Math & Re",74,,,,,
19,64733,112854,Los Angeles,Los Angeles Unified,Jordan New Technology High,81,9,11.11,NA,NA,NA
19,64733,112862,Los Angeles,Los Angeles Unified,Student Empowerment Academy,49,,,,,
19,64733,112870,Los Angeles,Los Angeles Unified,Los Angeles School of Global Studies,89,2,2.25,NA,NA,NA
19,64733,114850,Los Angeles,Los Angeles Unified,West Adams Preparatory High,356,45,12.64,16.02,3,6.67
19,64733,115253,Los Angeles,Los Angeles Unified,Discovery Charter Preparatory #2,65,7,10.77,NA,NA,NA
19,64733,117051,Los Angeles,Los Angeles Unified,Edward R. Roybal Learning Center,243,24,9.88,14.79,0,0
19,64733,117721,Los Angeles,Los Angeles Unified,Academic Leadership Community,47,,,,,
19,64733,117747,Los Angeles,Los Angeles Unified,Los Angeles High School for the Arts (LA,62,18,29.03,17.11,4,22.22
19,64733,117762,Los Angeles,Los Angeles Unified,School for the Visual Arts and Humanitie,68,,,,,
19,64733,1930064,Los Angeles,Los Angeles Unified,William Tell Aggeler Opportunity High,1,,,,,
19,64733,1930296,Los Angeles,Los Angeles Unified,Harris Newmark Continuation,4,,,,,
19,64733,1930387,Los Angeles,Los Angeles Unified,Central High,88,,,,,
19,64733,1930403,Los Angeles,Los Angeles Unified,Whitney Young Continuation,8,,,,,
19,64733,1930429,Los Angeles,Los Angeles Unified,View Park Continuation,1,,,,,
19,64733,1930486,Los Angeles,Los Angeles Unified,Moneta Continuation,8,,,,,
19,64733,1930551,Los Angeles,Los Angeles Unified,San Antonio Continuation,32,,,,,
19,64733,1930577,Los Angeles,Los Angeles Unified,Pueblo de Los Angeles Continuation,4,,,,,
19,64733,1930619,Los Angeles,Los Angeles Unified,Harold McAlister High (Opportunity),16,,,,,
19,64733,1930650,Los Angeles,Los Angeles Unified,Phineas Banning Senior High,505,105,20.79,18.07,24,22.86
19,64733,1930692,Los Angeles,Los Angeles Unified,Thomas Riley High,41,1,2.44,NA,NA,NA
19,64733,1930734,Los Angeles,Los Angeles Unified,Angel's Gate (Continuation),1,,,,,
19,64733,1930783,Los Angeles,Los Angeles Unified,Phoenix Continuation,6,,,,,
19,64733,1930791,Los Angeles,Los Angeles Unified,Mt. Lukens Continuation,10,,,,,
19,64733,1930866,Los Angeles,Los Angeles Unified,Bell Senior High,949,145,15.28,17.07,25,17.24
19,64733,1930924,Los Angeles,Los Angeles Unified,Belmont Senior High,214,45,21.03,16.89,7,15.56
19,64733,1930940,Los Angeles,Los Angeles Unified,John R. Wooden High,16,,,,,
19,64733,1930973,Los Angeles,Los Angeles Unified,Simon Rodia Continuation,4,,,,,
19,64733,1930999,Los Angeles,Los Angeles Unified,Indian Springs Continuation,4,,,,,
19,64733,1931047,Los Angeles,Los Angeles Unified,Birmingham Senior High,578,91,15.74,19.27,33,36.26
19,64733,1931336,Los Angeles,Los Angeles Unified,Cheviot Hills Continuation,8,,,,,
19,64733,1931351,Los Angeles,Los Angeles Unified,Del Rey Continuation,1,,,,,
19,64733,1931377,Los Angeles,Los Angeles Unified,Amelia Earhart Continuation,60,,,,,
19,64733,1931385,Los Angeles,Los Angeles Unified,Albert Einstein Continuation,16,,,,,
19,64733,1931393,Los Angeles,Los Angeles Unified,Highland Park Continuation,15,,,,,
19,64733,1931419,Los Angeles,Los Angeles Unified,Miguel Leonis Continuation,22,,,,,
19,64733,1931435,Los Angeles,Los Angeles Unified,Robert H. Lewis Continuation,31,,,,,
19,64733,1931450,Los Angeles,Los Angeles Unified,Jack London Continuation,11,,,,,
19,64733,1931468,Los Angeles,Los Angeles Unified,Metropolitan Continuation,14,,,,,
19,64733,1931476,Los Angeles,Los Angeles Unified,Canoga Park Senior High,285,48,16.84,20.04,21,43.75
19,64733,1931484,Los Angeles,Los Angeles Unified,Mission Continuation,7,,,,,
19,64733,1931500,Los Angeles,Los Angeles Unified,Owensmouth Continuation,9,,,,,
19,64733,1931518,Los Angeles,Los Angeles Unified,George S. Patton Continuation,3,,,,,
19,64733,1931526,Los Angeles,Los Angeles Unified,Carson Senior High,597,175,29.31,18.09,48,27.43
19,64733,1931534,Los Angeles,Los Angeles Unified,Will Rogers Continuation,33,,,,,
19,64733,1931559,Los Angeles,Los Angeles Unified,Stoney Point Continuation,29,,,,,
19,64733,1931575,Los Angeles,Los Angeles Unified,Sojourner Truth Continuation,4,,,,,
19,64733,1931583,Los Angeles,Los Angeles Unified,Kirk Douglas Continuation,24,,,,,
19,64733,1931633,Los Angeles,Los Angeles Unified,Diane S. Leichman Special Education Cent,128,,,,,
19,64733,1931658,Los Angeles,Los Angeles Unified,Frank D. Lanterman,101,,,,,
19,64733,1931682,Los Angeles,Los Angeles Unified,Zane Grey Continuation,49,,,,,
19,64733,1931690,Los Angeles,Los Angeles Unified,Independence Continuation,27,,,,,
19,64733,1931708,Los Angeles,Los Angeles Unified,Chatsworth Senior High,698,105,15.04,21.92,67,63.81
19,64733,1931716,Los Angeles,Los Angeles Unified,Valley Alternative Magnet,26,1,3.85,NA,NA,NA
19,64733,1931856,Los Angeles,Los Angeles Unified,Whitman Continuation,6,,,,,
19,64733,1931864,Los Angeles,Los Angeles Unified,Grover Cleveland High,719,165,22.95,22.43,106,64.24
19,64733,1931930,Los Angeles,Los Angeles Unified,Avalon High,28,,,,,
19,64733,1931955,Los Angeles,Los Angeles Unified,Ellington (Duke) High (Continuation),18,,,,,
19,64733,1931971,Los Angeles,Los Angeles Unified,John Hope Continuation,14,,,,,
19,64733,1931989,Los Angeles,Los Angeles Unified,Monterey Continuation,3,,,,,
19,64733,1931997,Los Angeles,Los Angeles Unified,Odyssey Continuation,17,,,,,
19,64733,1932128,Los Angeles,Los Angeles Unified,Crenshaw Senior High,316,97,30.7,17.3,18,18.56
19,64733,1932169,Los Angeles,Los Angeles Unified,Temescal Canyon Continuation,16,,,,,
19,64733,1932250,Los Angeles,Los Angeles Unified,Henry David Thoreau Continuation,22,,,,,
19,64733,1932318,Los Angeles,Los Angeles Unified,Eagle Tree Continuation,18,,,,,
19,64733,1932334,Los Angeles,Los Angeles Unified,Jane Addams Continuation,36,,,,,
19,64733,1932342,Los Angeles,Los Angeles Unified,Evergreen Continuation,15,,,,,
19,64733,1932383,Los Angeles,Los Angeles Unified,Susan Miller Dorsey Senior High,460,85,18.48,15.28,5,5.88
19,64733,1932391,Los Angeles,Los Angeles Unified,West Hollywood Opportunity,9,,,,,
19,64733,1932540,Los Angeles,Los Angeles Unified,Eagle Rock High,451,19,4.21,20.79,10,52.63
19,64733,1932623,Los Angeles,Los Angeles Unified,El Camino Real Senior High,826,158,19.13,23.94,120,75.95
19,64733,1932821,Los Angeles,Los Angeles Unified,Boyle Heights Continuation,21,,,,,
19,64733,1932847,Los Angeles,Los Angeles Unified,Los Angeles Center for Enriched Studies,218,64,29.36,21.69,38,59.38
19,64733,1932888,Los Angeles,Los Angeles Unified,Downtown Business High,195,74,37.95,18.81,23,31.08
19,64733,1932920,Los Angeles,Los Angeles Unified,Fairfax Senior High,472,48,10.17,18.21,11,22.92
19,64733,1932987,Los Angeles,Los Angeles Unified,John H. Francis Polytechnic,1101,147,13.35,17.82,35,23.81
19,64733,1933001,Los Angeles,Los Angeles Unified,King/Drew Medical Magnet High,315,160,50.79,18.05,35,21.88
19,64733,1933043,Los Angeles,Los Angeles Unified,Benjamin Franklin Senior High,387,84,21.71,18.85,27,32.14
19,64733,1933118,Los Angeles,Los Angeles Unified,John C. Fremont Senior High,592,199,33.61,15.59,15,7.54
19,64733,1933233,Los Angeles,Los Angeles Unified,Sherman Oaks Center for Enriched Studies,191,72,37.7,23.89,54,75
19,64733,1933241,Los Angeles,Los Angeles Unified,Gardena Senior High,461,103,22.34,17.33,22,21.36
19,64733,1933381,Los Angeles,Los Angeles Unified,James A. Garfield Senior High,880,308,35,16.26,43,13.96
19,64733,1933746,Los Angeles,Los Angeles Unified,Granada Hills Charter High,864,110,12.73,24.81,90,81.82
19,64733,1933795,Los Angeles,Los Angeles Unified,Ulysses S. Grant Senior High,474,29,6.12,20.38,13,44.83
19,64733,1933852,Los Angeles,Los Angeles Unified,Alexander Hamilton Senior High,594,144,24.24,20.17,68,47.22
19,64733,1934033,Los Angeles,Los Angeles Unified,Hollywood Senior High,524,64,12.21,18.33,13,20.31
19,64733,1934157,Los Angeles,Los Angeles Unified,Huntington Park Senior High,571,87,15.24,17.4,19,21.84
19,64733,1934371,Los Angeles,Los Angeles Unified,Thomas Jefferson Senior High,282,49,17.38,16.35,4,8.16
19,64733,1934454,Los Angeles,Los Angeles Unified,David Starr Jordan Senior High,423,91,21.51,15.64,8,8.79
19,64733,1935121,Los Angeles,Los Angeles Unified,Abraham Lincoln Senior High,446,40,8.97,20.53,22,55
19,64733,1935154,Los Angeles,Los Angeles Unified,Alain Leroy Locke Senior High,487,81,16.63,15.68,8,9.88
19,64733,1935352,Los Angeles,Los Angeles Unified,Los Angeles Senior High,517,77,14.89,18.04,20,25.97
19,64733,1935519,Los Angeles,Los Angeles Unified,Manual Arts Senior High,676,202,29.88,15.52,18,8.91
19,64733,1935568,Los Angeles,Los Angeles Unified,John Marshall Senior High,810,228,28.15,19.52,83,36.4
19,64733,1935717,Los Angeles,Los Angeles Unified,Joaquin Miller Career and Transition Cen,141,,,,,
19,64733,1935865,Los Angeles,Los Angeles Unified,James Monroe High,550,53,9.64,19.11,19,35.85
19,64733,1936160,Los Angeles,Los Angeles Unified,Nathaniel Narbonne Senior High,426,104,24.41,19.51,44,42.31
19,64733,1936350,Los Angeles,Los Angeles Unified,North Hollywood Senior High,771,112,14.53,23.97,72,64.29
19,64733,1937085,Los Angeles,Los Angeles Unified,Ramona Opportunity High,15,,,,,
19,64733,1937226,Los Angeles,Los Angeles Unified,Reseda Senior High,519,104,20.04,19.49,35,33.65
19,64733,1937424,Los Angeles,Los Angeles Unified,Theodore Roosevelt Senior High,711,168,23.63,16.66,20,11.9
19,64733,1937622,Los Angeles,Los Angeles Unified,San Fernando Senior High,570,98,17.19,18.14,24,24.49
19,64733,1937838,Los Angeles,Los Angeles Unified,San Pedro Senior High,522,99,18.97,21.37,54,54.55
19,64733,1938307,Los Angeles,Los Angeles Unified,South Gate Senior High,619,137,22.13,16.78,20,14.6
19,64733,1938554,Los Angeles,Los Angeles Unified,Sylmar Senior High,590,89,15.08,17.02,12,13.48
19,64733,1938612,Los Angeles,Los Angeles Unified,William Howard Taft Senior High,575,97,16.87,22.28,57,58.76
19,64733,1938885,Los Angeles,Los Angeles Unified,University Senior High,507,89,17.55,19.55,33,37.08
19,64733,1938968,Los Angeles,Los Angeles Unified,Van Nuys Senior High,560,44,7.86,24.2,34,77.27
19,64733,1939040,Los Angeles,Los Angeles Unified,Venice Senior High,492,102,20.73,22.12,63,61.76
19,64733,1939107,Los Angeles,Los Angeles Unified,Verdugo Hills Senior High,414,9,2.17,NA,NA,NA
19,64733,1939305,Los Angeles,Los Angeles Unified,George Washington Preparatory High,499,103,20.64,15.75,9,8.74
19,64733,1939479,Los Angeles,Los Angeles Unified,Westchester Senior High,363,98,27,18.44,25,25.51
19,64733,1939784,Los Angeles,Los Angeles Unified,Joseph Pomeroy Widney High,110,,,,,
19,64733,1939859,Los Angeles,Los Angeles Unified,Woodrow Wilson Senior High,516,176,34.11,17.13,32,18.18
19,64733,1939941,Los Angeles,Los Angeles Unified,John F. Kennedy High,650,57,8.77,20.61,28,49.12
19,64733,1995448,Los Angeles,Los Angeles Unified,Francisco Bravo Medical Magnet High,344,112,32.56,21.58,62,55.36
19,64733,1995489,Los Angeles,Los Angeles Unified,Los Angeles Unified Alternative Educatio,455,,,,,
19,64733,1995794,Los Angeles,Los Angeles Unified,Youth Opportunities Unlimited,69,7,10.14,NA,NA,NA
19,64733,1995836,Los Angeles,Los Angeles Unified,Palisades Charter High,538,125,23.23,23.33,85,68
19,64733,1996073,Los Angeles,Los Angeles Unified,Tri-C Community Day,4,,,,,
19,64733,1996115,Los Angeles,Los Angeles Unified,City of Angels,405,4,0.99,NA,NA,NA
19,64733,1996610,Los Angeles,Los Angeles Unified,Los Angeles Leadership Academy,54,7,12.96,NA,NA,NA
19,64733,1996636,Los Angeles,Los Angeles Unified,Community Harvest Charter,41,3,7.32,NA,NA,NA
19,64733,1996651,Los Angeles,Los Angeles Unified,CDS Secondary,43,,,,,
19,64733,6016885,Los Angeles,Los Angeles Unified,Elizabeth Learning Center,151,23,15.23,16.78,3,13.04
19,64733,6018865,Los Angeles,Los Angeles Unified,Fred E. Lull Special Education Center,9,,,,,
19,64733,6019269,Los Angeles,Los Angeles Unified,Sixty-Sixth Street Elementary,1,,,,,
19,64733,6019475,Los Angeles,Los Angeles Unified,Thirty-Second Street USC Performing Arts,58,12,20.69,19.08,3,25
19,64733,6019715,Los Angeles,Los Angeles Unified,Vaughn Next Century Learning Center,53,9,16.98,NA,NA,NA
19,64733,6058002,Los Angeles,Los Angeles Unified,Robert Fulton College Preparatory School,84,14,16.67,16.5,2,14.29
19,64733,6060461,Los Angeles,Los Angeles Unified,Charles Leroy Lowman Special Education C,62,,,,,
19,64733,6060495,Los Angeles,Los Angeles Unified,Benjamin Banneker Special Education Cent,151,,,,,
19,64733,6060503,Los Angeles,Los Angeles Unified,Ernest P. Willenberg Special Education C,74,,,,,
19,64733,6060511,Los Angeles,Los Angeles Unified,James J. McBride Special Education Cente,37,,,,,
19,64733,6060529,Los Angeles,Los Angeles Unified,Marlton,28,,,,,
19,64733,6060545,Los Angeles,Los Angeles Unified,Alphonso B. Perez Special Education Cent,124,,,,,
19,64733,6061451,Los Angeles,Los Angeles Unified,Foshay Learning Center,171,67,39.18,17.64,15,22.39
19,64733,6069157,Los Angeles,Los Angeles Unified,Berenece Carlson Home Hospital,45,,,,,
19,64733,6119945,Los Angeles,Los Angeles Unified,Magnolia Science Academy,25,,,,,
19,64774,109538,Los Angeles,Lynwood Unified,Marco Antonio Firebaugh High,222,191,86.04,17.37,38,19.9
19,64774,114777,Los Angeles,Lynwood Unified,Pathway Independent Study,43,,,,,
19,64774,118562,Los Angeles,Lynwood Unified,Kaplan Academy of Southern California,3,,,,,
19,64774,1935428,Los Angeles,Lynwood Unified,Vista High (Continuation),224,,,,,
19,64774,1935436,Los Angeles,Lynwood Unified,Lynwood High,876,137,15.64,16.93,21,15.33
19,64790,1935899,Los Angeles,Monrovia Unified,Canyon Oaks High,49,,,,,
19,64790,1935923,Los Angeles,Monrovia Unified,Monrovia High,406,40,9.85,19.78,14,35
19,64790,1996404,Los Angeles,Monrovia Unified,Mountain Park,54,,,,,
19,64808,1930155,Los Angeles,Montebello Unified,Schurr High,685,37,5.4,19.49,15,40.54
19,64808,1930825,Los Angeles,Montebello Unified,Bell Gardens High,887,187,21.08,17.42,29,15.51
19,64808,1935998,Los Angeles,Montebello Unified,Montebello High,899,95,10.57,18.61,23,24.21
19,64808,1938927,Los Angeles,Montebello Unified,Vail High (Continuation),347,,,,,
19,64808,1996388,Los Angeles,Montebello Unified,Montebello Community Day,38,,,,,
19,64840,1933647,Los Angeles,Norwalk-La Mirada Unified,John H. Glenn High,495,48,9.7,18.5,12,25
19,64840,1934728,Los Angeles,Norwalk-La Mirada Unified,La Mirada High,489,68,13.91,21.44,39,57.35
19,64840,1936467,Los Angeles,Norwalk-La Mirada Unified,Norwalk High,551,82,14.88,18.26,23,28.05
19,64840,1936475,Los Angeles,Norwalk-La Mirada Unified,El Camino High (Continuation),294,,,,,
19,64865,1933308,Los Angeles,Palos Verdes Peninsula Unified,Rancho del Mar High (Continuation),36,,,,,
19,64865,1995588,Los Angeles,Palos Verdes Peninsula Unified,Palos Verdes Peninsula High,622,260,41.8,26.3,223,85.77
19,64865,1996552,Los Angeles,Palos Verdes Peninsula Unified,Palos Verdes High,441,184,41.72,25.58,156,84.78
19,64873,1936749,Los Angeles,Paramount Unified,Paramount High,965,129,13.37,18.34,36,27.91
19,64873,1936756,Los Angeles,Paramount Unified,Buena Vista High,178,,,,,
19,64873,1996107,Los Angeles,Paramount Unified,Paramount Unified Community Day,5,,,,,
19,64881,106591,Los Angeles,Pasadena Unified,Nia Educational Charter,3,1,33.33,NA,NA,NA
19,64881,117440,Los Angeles,Pasadena Unified,CIS Academy,148,,,,,
19,64881,118075,Los Angeles,Pasadena Unified,Learning Works!,75,,,,,
19,64881,1931062,Los Angeles,Pasadena Unified,Blair High,188,33,17.55,17.52,5,15.15
19,64881,1931674,Los Angeles,Pasadena Unified,Marshall Fundamental,240,44,18.33,18.52,13,29.55
19,64881,1936103,Los Angeles,Pasadena Unified,John Muir High,264,56,21.21,17.34,12,21.43
19,64881,1936806,Los Angeles,Pasadena Unified,Rose City High (Continuation),20,,,,,
19,64881,1936822,Los Angeles,Pasadena Unified,Pasadena High,475,73,15.37,20.67,37,50.68
19,64881,6021711,Los Angeles,Pasadena Unified,Roosevelt Elementary,3,,,,,
19,64907,115170,Los Angeles,Pomona Unified,School of Extended Educational Options,52,,,,,
19,64907,1933175,Los Angeles,Pomona Unified,Ganesha High,377,60,15.92,18.13,16,26.67
19,64907,1933324,Los Angeles,Pomona Unified,Garey Senior High,474,21,4.43,18.57,8,38.1
19,64907,1936772,Los Angeles,Pomona Unified,Park West High (Continuation),154,,,,,
19,64907,1937028,Los Angeles,Pomona Unified,Pomona Senior High,364,66,18.13,17.33,11,16.67
19,64907,1995547,Los Angeles,Pomona Unified,Pomona Alternative,11,,,,,
19,64907,1995901,Los Angeles,Pomona Unified,Diamond Ranch High,458,85,18.56,23.02,58,68.24
19,64907,1996495,Los Angeles,Pomona Unified,Village Academy High School at Indian Hi,125,14,11.2,19.86,6,42.86
19,64964,1937754,Los Angeles,San Marino Unified,San Marino High,276,95,34.42,26.97,88,92.63
19,64980,1933373,Los Angeles,Santa Monica-Malibu Unified,Olympic High (Continuation),76,,,,,
19,64980,1938000,Los Angeles,Santa Monica-Malibu Unified,Santa Monica High,759,278,36.63,22.9,187,67.27
19,64980,1995737,Los Angeles,Santa Monica-Malibu Unified,Malibu High,184,62,33.7,24.56,47,75.81
19,65029,1938455,Los Angeles,South Pasadena Unified,South Pasadena Senior High,334,47,14.07,24.06,39,82.98
19,65052,1938679,Los Angeles,Temple City Unified,Temple City High,494,54,10.93,23.65,37,68.52
19,65052,1995745,Los Angeles,Temple City Unified,Temple City Community Learning Center (C,31,,,,,
19,65052,1995976,Los Angeles,Temple City Unified,Temple City Alternative,16,,,,,
19,65060,110320,Los Angeles,Torrance Unified,Torrance Community Day,4,,,,,
19,65060,1936277,Los Angeles,Torrance Unified,North High,562,123,21.89,23.1,85,69.11
19,65060,1938083,Los Angeles,Torrance Unified,Shery (Kurt T.) High (Continuation),141,,,,,
19,65060,1938356,Los Angeles,Torrance Unified,South High,557,138,24.78,25.03,115,83.33
19,65060,1938752,Los Angeles,Torrance Unified,Torrance High,535,111,20.75,22.74,71,63.96
19,65060,1939602,Los Angeles,Torrance Unified,West High,541,75,13.86,25.21,60,80
19,65094,112706,Los Angeles,West Covina Unified,California Virtual Academy @ Los Angeles,58,,,,,
19,65094,1938513,Los Angeles,West Covina Unified,Coronado Alternative,172,,,,,
19,65094,1939537,Los Angeles,West Covina Unified,West Covina High,681,67,9.84,20.33,31,46.27
19,65128,1930338,Los Angeles,Whittier Union High,Frontier High (Continuation),460,,,,,
19,65128,1931302,Los Angeles,Whittier Union High,California High,632,67,10.6,20.37,31,46.27
19,65128,1934868,Los Angeles,Whittier Union High,La Serna High,563,38,6.75,22.71,25,65.79
19,65128,1936889,Los Angeles,Whittier Union High,Pioneer High,360,30,8.33,18.73,8,26.67
19,65128,1937903,Los Angeles,Whittier Union High,Santa Fe High,632,143,22.63,18.86,44,30.77
19,65128,1939701,Los Angeles,Whittier Union High,Whittier High,535,84,15.7,19.58,32,38.1
19,65128,1995653,Los Angeles,Whittier Union High,Sierra Vista High (Alternative),346,,,,,
19,65136,102459,Los Angeles,William S. Hart Union High,Golden Valley High,454,95,20.93,20.54,49,51.58
19,65136,102475,Los Angeles,William S. Hart Union High,West Ranch High,620,96,15.48,23.95,73,76.04
19,65136,112359,Los Angeles,William S. Hart Union High,Sequoia Charter,15,,,,,
19,65136,114439,Los Angeles,William S. Hart Union High,Mission View Public,10,,,,,
19,65136,1931492,Los Angeles,William S. Hart Union High,Canyon High,582,49,8.42,22.08,33,67.35
19,65136,1931740,Los Angeles,William S. Hart Union High,Saugus High,625,93,14.88,24.45,74,79.57
19,65136,1932532,Los Angeles,William S. Hart Union High,Learning Post High (Alternative),27,,,,,
19,65136,1933902,Los Angeles,William S. Hart Union High,William S. Hart Senior High,525,96,18.29,25.82,88,91.67
19,65136,1934421,Los Angeles,William S. Hart Union High,Bowman (Jereann) High (Continuation),429,,,,,
19,65136,1995802,Los Angeles,William S. Hart Union High,Valencia High,566,156,27.56,24.83,128,82.05
19,65136,1996263,Los Angeles,William S. Hart Union High,Opportunities for Learning-Santa Clarita,354,,,,,
19,65136,1996321,Los Angeles,William S. Hart Union High,Academy of the Canyons,115,7,6.09,NA,NA,NA
19,73437,1931567,Los Angeles,Compton Unified,Centennial High,276,28,10.14,16.46,3,10.71
19,73437,1931963,Los Angeles,Compton Unified,Compton High,437,91,20.82,15.97,5,5.49
19,73437,1932326,Los Angeles,Compton Unified,Dominguez High,485,97,20,16.48,14,14.43
19,73437,1995695,Los Angeles,Compton Unified,Cesar Chavez Continuation High,188,,,,,
19,73437,1995703,Los Angeles,Compton Unified,Harriet Tubman High,1,,,,,
19,73437,1996040,Los Angeles,Compton Unified,Compton Community Day High,2,,,,,
