"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21
45,69856,4530804,SHASTA,ANDERSON UNION HIGH,ANDERSON HIGH,261,3,1.1,NA,NA,NA
45,69989,4531000,SHASTA,FALL RIVER JOINT UNIFIED,BURNEY JUNIOR-SENIOR HIGH,52,4,7.7,NA,NA,NA
45,69989,4533600,SHASTA,FALL RIVER JOINT UNIFIED,FALL RIVER JUNIOR-SENIOR HIGH,50,11,22,21.4,7,14
45,70136,4530044,SHASTA,SHASTA UNION HIGH,FOOTHILL HIGH,318,65,20.4,21.8,37,11.6
45,70136,4532750,SHASTA,SHASTA UNION HIGH,ENTERPRISE HIGH,338,23,6.8,22.3,17,5
45,70136,4536256,SHASTA,SHASTA UNION HIGH,PIONEER CONTINUATION HIGH,123,0,0,0.0,0,0
45,70136,4537304,SHASTA,SHASTA UNION HIGH,SHASTA HIGH,384,28,7.3,21.9,14,3.6
45,75267,4530077,SHASTA,GATEWAY UNIFIED,MOUNTAIN LAKES HIGH (CONT.),76,0,0,0.0,0,0
45,75267,4531901,SHASTA,GATEWAY UNIFIED,CENTRAL VALLEY HIGH,185,10,5.4,NA,NA,NA
46,70177,4630026,SIERRA,SIERRA-PLUMAS JOINT UNIFIED,SIERRA SUMMIT ACADEMY (CHARTER,251,0,0,0.0,0,0
46,70177,4630653,SIERRA,SIERRA-PLUMAS JOINT UNIFIED,PLIOCENE RIDGE JUNIOR-SENIOR H,4,1,25,NA,NA,NA
46,70177,4632303,SIERRA,SIERRA-PLUMAS JOINT UNIFIED,DOWNIEVILLE JUNIOR-SENIOR HIGH,15,1,6.7,NA,NA,NA
46,70177,4634259,SIERRA,SIERRA-PLUMAS JOINT UNIFIED,LOYALTON HIGH,46,1,2.2,NA,NA,NA
47,70250,4732707,SISKIYOU,DUNSMUIR JOINT UNION HIGH,DUNSMUIR HIGH,38,2,5.3,NA,NA,NA
47,70276,4733309,SISKIYOU,ETNA UNION HIGH,ETNA JUNIOR SENIOR HIGH,59,37,62.7,21.9,22,37.3
47,70466,4734356,SISKIYOU,SISKIYOU UNION HIGH,HAPPY CAMP HIGH,14,5,35.7,NA,NA,NA
47,70466,4734901,SISKIYOU,SISKIYOU UNION HIGH,MCCLOUD HIGH,34,6,17.6,NA,NA,NA
47,70466,4735403,SISKIYOU,SISKIYOU UNION HIGH,MT. SHASTA HIGH,93,7,7.5,NA,NA,NA
47,70466,4738753,SISKIYOU,SISKIYOU UNION HIGH,WEED HIGH,52,1,1.9,NA,NA,NA
47,70516,4739207,SISKIYOU,YREKA UNION HIGH,YREKA HIGH,157,2,1.3,NA,NA,NA
47,73684,4731253,SISKIYOU,BUTTE VALLEY UNIFIED,BUTTE VALLEY HIGH,33,4,12.1,NA,NA,NA
48,70524,4831004,SOLANO,BENICIA UNIFIED,BENICIA HIGH,379,92,24.3,23.9,66,17.4
48,70532,4832259,SOLANO,DIXON UNIFIED,DIXON HIGH,222,24,10.8,21.5,12,5.4
48,70540,4830451,SOLANO,FAIRFIELD-SUISUN UNIFIED,ARMIJO HIGH,576,50,8.7,22.2,31,5.4
48,70540,4833000,SOLANO,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD HIGH,614,36,5.9,23.1,24,3.9
48,70565,4838801,SOLANO,TRAVIS UNIFIED,VANDEN HIGH,275,4,1.5,NA,NA,NA
48,70573,4830089,SOLANO,VACAVILLE UNIFIED,WOOD (WILL C.) HIGH,449,23,5.1,24.5,18,4
48,70573,4837803,SOLANO,VACAVILLE UNIFIED,VACAVILLE HIGH,463,25,5.4,21.8,16,3.5
48,70581,4833950,SOLANO,VALLEJO CITY UNIFIED,HOGAN HIGH,567,18,3.2,20.6,8,1.4
48,70581,4838504,SOLANO,VALLEJO CITY UNIFIED,VALLEJO HIGH,577,53,9.2,19.5,22,3.8
49,70607,4930400,SONOMA,WEST SONOMA COUNTY UNION HIGH,ANALY HIGH,270,18,6.7,23.7,14,5.2
49,70607,4931507,SONOMA,WEST SONOMA COUNTY UNION HIGH,EL MOLINO HIGH,245,6,2.4,NA,NA,NA
49,70656,4930855,SONOMA,CLOVERDALE UNIFIED,CLOVERDALE HIGH,98,9,9.2,NA,NA,NA
49,70706,4932109,SONOMA,GEYSERVILLE UNIFIED,GEYSERVILLE EDUCATIONAL PARK H,22,0,0,0.0,0,0
49,70862,4930012,SONOMA,PETALUMA JOINT UNION HIGH,CASA GRANDE HIGH,352,24,6.8,21.6,12,3.4
49,70862,4930103,SONOMA,PETALUMA JOINT UNION HIGH,CARPE DIEM HIGH (CONT.),3,0,0,0.0,0,0
49,70862,4930236,SONOMA,PETALUMA JOINT UNION HIGH,VALLEY OAKS HIGH (ALTER.),22,0,0,0.0,0,0
49,70862,4935151,SONOMA,PETALUMA JOINT UNION HIGH,PETALUMA HIGH,322,36,11.2,22.9,28,8.7
49,70920,4930160,SONOMA,SANTA ROSA HIGH,ALLEN (ELSIE) HIGH,311,9,2.9,NA,NA,NA
49,70920,4930244,SONOMA,SANTA ROSA HIGH,CARRILLO (MARIA) HIGH,328,16,4.9,22.9,12,3.7
49,70920,4934154,SONOMA,SANTA ROSA HIGH,MONTGOMERY HIGH,376,14,3.7,25.9,12,3.2
49,70920,4935292,SONOMA,SANTA ROSA HIGH,PINER HIGH,313,13,4.2,24.0,9,2.9
49,70920,4936803,SONOMA,SANTA ROSA HIGH,SANTA ROSA HIGH,280,43,15.4,23.2,30,10.7
49,70953,4937256,SONOMA,SONOMA VALLEY UNIFIED,SONOMA VALLEY HIGH,311,33,10.6,23.7,26,8.4
49,73882,4935482,SONOMA,COTATI-ROHNERT PARK UNIFIED,RANCHO COTATE HIGH,400,20,5,24.5,16,4
49,75358,4930228,SONOMA,WINDSOR UNIFIED,WINDSOR HIGH,165,7,4.2,NA,NA,NA
49,75390,4932554,SONOMA,HEALDSBURG UNIFIED,HEALDSBURG HIGH,224,23,10.3,22.8,16,7.1
50,71043,5030879,STANISLAUS,CERES UNIFIED,CERES HIGH,434,28,6.5,24.0,22,5.1
50,71068,5031521,STANISLAUS,DENAIR UNIFIED,DENAIR HIGH,92,12,13,18.5,6,6.5
50,71175,5030010,STANISLAUS,MODESTO CITY HIGH,BEYER (FRED C.) HIGH,516,46,8.9,23.2,37,7.2
50,71175,5030135,STANISLAUS,MODESTO CITY HIGH,JOHANSEN (PETER) HIGH,551,46,8.3,22.6,30,5.4
50,71175,5031380,STANISLAUS,MODESTO CITY HIGH,GRACE M. DAVIS HIGH,549,54,9.8,21.2,31,5.6
50,71175,5031802,STANISLAUS,MODESTO CITY HIGH,THOMAS DOWNEY HIGH,475,38,8,22.4,27,5.7
50,71175,5034905,STANISLAUS,MODESTO CITY HIGH,MODESTO HIGH,573,65,11.3,22.7,42,7.3
50,71217,5036256,STANISLAUS,PATTERSON JOINT UNIFIED,PATTERSON HIGH,214,55,25.7,19.0,19,8.9
50,71316,5037700,STANISLAUS,TURLOCK JOINT UNION HIGH,TURLOCK HIGH,650,62,9.5,22.3,41,6.3
50,73601,5035902,STANISLAUS,NEWMAN-CROWS LANDING UNIFIED,ORESTIMBA HIGH,106,7,6.6,NA,NA,NA
50,75549,5032651,STANISLAUS,HUGHSON UNIFIED,HUGHSON HIGH,155,18,11.6,21.3,11,7.1
50,75556,5036850,STANISLAUS,RIVERBANK UNIFIED,RIVERBANK HIGH,180,37,20.6,19.8,17,9.4
50,75564,5035654,STANISLAUS,OAKDALE JOINT UNIFIED,OAKDALE HIGH,323,38,11.8,22.4,24,7.4
51,71373,5132758,SUTTER,EAST NICOLAUS JOINT UNION HIGH,EAST NICOLAUS HIGH,64,1,1.6,NA,NA,NA
51,71399,5135256,SUTTER,LIVE OAK UNIFIED,LIVE OAK HIGH,101,6,5.9,NA,NA,NA
51,71449,5137500,SUTTER,SUTTER UNION HIGH,SUTTER HIGH,148,6,4.1,NA,NA,NA
51,71464,5139001,SUTTER,YUBA CITY UNIFIED,YUBA CITY HIGH,554,75,13.5,22.5,51,9.2
52,71506,5231709,TEHAMA,CORNING UNION HIGH,CORNING HIGH,193,3,1.6,NA,NA,NA
52,71571,5235106,TEHAMA,LOS MOLINOS UNIFIED,LOS MOLINOS HIGH,60,3,5,NA,NA,NA
52,71639,5237201,TEHAMA,RED BLUFF JOINT UNION HIGH,RED BLUFF HIGH,460,18,3.9,20.6,10,2.2
53,71779,5337456,TRINITY,TRINITY UNION HIGH,TRINITY HIGH,111,8,7.2,NA,NA,NA
53,75028,5337407,TRINITY,MOUNTAIN VALLEY UNIFIED,HAYFORK HIGH,35,12,34.3,22.3,7,20
54,71803,5430301,TULARE,ALPAUGH UNIFIED,ALPAUGH JUNIOR-SENIOR HIGH,17,0,0,0.0,0,0
54,71860,5433230,TULARE,CUTLER-OROSI JOINT UNIFIED,OROSI HIGH,152,7,4.6,NA,NA,NA
54,71928,5431598,TULARE,EXETER UNION HIGH,EXETER HIGH,224,9,4,NA,NA,NA
54,71993,5432414,TULARE,LINDSAY UNIFIED,LINDSAY SENIOR HIGH,168,29,17.3,17.6,6,3.6
54,72165,5434931,TULARE,STRATHMORE UNION HIGH,STRATHMORE HIGH,96,16,16.7,18.4,5,5.2
54,72249,5435409,TULARE,TULARE JOINT UNION HIGH,TULARE HIGH,410,16,3.9,20.6,8,2
54,72249,5435466,TULARE,TULARE JOINT UNION HIGH,TULARE WESTERN HIGH,381,57,15,21.1,29,7.6
54,72256,5430046,TULARE,VISALIA UNIFIED,GOLDEN WEST HIGH,463,83,17.9,21.9,50,10.8
54,72256,5432828,TULARE,VISALIA UNIFIED,MT. WHITNEY HIGH,499,52,10.4,21.6,28,5.6
54,72256,5434527,TULARE,VISALIA UNIFIED,REDWOOD HIGH,471,57,12.1,22.0,34,7.2
54,72280,5436282,TULARE,WOODLAKE UNION HIGH,WOODLAKE HIGH,143,63,44.1,16.6,7,4.9
54,75325,5430210,TULARE,FARMERSVILLE UNIFIED,FARMERSVILLE HIGH,105,1,1,NA,NA,NA
54,75523,5432786,TULARE,PORTERVILLE UNIFIED,MONACHE HIGH,573,15,2.6,20.8,7,1.2
54,75523,5434113,TULARE,PORTERVILLE UNIFIED,PORTERVILLE HIGH,502,12,2.4,20.7,6,1.2
54,75531,5431184,TULARE,DINUBA UNIFIED,DINUBA HIGH,293,1,0.3,NA,NA,NA
55,72389,5536503,TUOLUMNE,SONORA UNION HIGH,SONORA HIGH,321,11,3.4,24.5,9,2.8
55,72413,5536750,TUOLUMNE,SUMMERVILLE UNION HIGH,SUMMERVILLE HIGH,149,2,1.3,NA,NA,NA
55,75184,5530076,TUOLUMNE,BIG OAK FLAT-GROVELAND UNIFIED,TIOGA HIGH,35,0,0,0.0,0,0
55,75184,5530084,TUOLUMNE,BIG OAK FLAT-GROVELAND UNIFIED,PEDRO (DON) HIGH,33,0,0,0.0,0,0
56,72454,5632021,VENTURA,FILLMORE UNIFIED,FILLMORE SENIOR HIGH,175,6,3.4,NA,NA,NA
56,72520,5634076,VENTURA,OJAI UNIFIED,NORDHOFF HIGH,272,3,1.1,NA,NA,NA
56,72546,5631619,VENTURA,OXNARD UNION HIGH,CAMARILLO (ADOLFO) HIGH,587,89,15.2,23.1,63,10.7
56,72546,5631742,VENTURA,OXNARD UNION HIGH,CHANNEL ISLANDS HIGH,602,40,6.6,20.6,19,3.2
56,72546,5632849,VENTURA,OXNARD UNION HIGH,HUENEME HIGH,490,17,3.5,17.6,3,0.6
56,72546,5634548,VENTURA,OXNARD UNION HIGH,OXNARD HIGH,639,37,5.8,21.9,24,3.8
56,72546,5634761,VENTURA,OXNARD UNION HIGH,RIO MESA HIGH,539,46,8.5,22.5,29,5.4
56,72595,5635776,VENTURA,SANTA PAULA UNION HIGH,SANTA PAULA HIGH,294,9,3.1,NA,NA,NA
56,72603,5630322,VENTURA,SIMI VALLEY UNIFIED,SANTA SUSANA HIGH,163,1,0.6,NA,NA,NA
56,72603,5635008,VENTURA,SIMI VALLEY UNIFIED,ROYAL HIGH,479,40,8.4,23.8,33,6.9
56,72603,5636188,VENTURA,SIMI VALLEY UNIFIED,SIMI VALLEY HIGH,502,16,3.2,24.4,13,2.6
56,72652,5630298,VENTURA,VENTURA UNIFIED,EL CAMINO HIGH (ALTER).,138,6,4.3,NA,NA,NA
56,72652,5630793,VENTURA,VENTURA UNIFIED,BUENA HIGH,472,77,16.3,22.7,52,11
56,72652,5637822,VENTURA,VENTURA UNIFIED,VENTURA HIGH,502,33,6.6,22.5,20,4
56,73759,5630108,VENTURA,CONEJO VALLEY UNIFIED,CONEJO VALLEY HIGH (CONT.),51,0,0,0.0,0,0
56,73759,5630116,VENTURA,CONEJO VALLEY UNIFIED,WESTLAKE HIGH,441,87,19.7,24.0,69,15.6
56,73759,5633748,VENTURA,CONEJO VALLEY UNIFIED,NEWBURY PARK HIGH,398,20,5,22.2,10,2.5
56,73759,5637004,VENTURA,CONEJO VALLEY UNIFIED,THOUSAND OAKS HIGH,565,46,8.1,24.9,37,6.5
56,73874,5630132,VENTURA,OAK PARK UNIFIED,OAK PARK HIGH,174,33,19,24.4,27,15.5
56,73874,5630199,VENTURA,OAK PARK UNIFIED,OAK VIEW HIGH (CONT.),25,0,0,0.0,0,0
56,73940,5633250,VENTURA,MOORPARK UNIFIED,MOORPARK HIGH,426,78,18.3,23.2,54,12.7
57,72678,5730098,YOLO,DAVIS JOINT UNIFIED,DAVIS SCHOOL FOR INDEPENDENT S,47,0,0,0.0,0,0
57,72678,5732201,YOLO,DAVIS JOINT UNIFIED,DAVIS SENIOR HIGH,480,46,9.6,23.7,33,6.9
57,72686,5732904,YOLO,ESPARTO UNIFIED,ESPARTO HIGH,64,6,9.4,NA,NA,NA
57,72694,5735154,YOLO,WASHINGTON UNIFIED,RIVER CITY SENIOR HIGH,276,6,2.2,NA,NA,NA
57,72702,5738505,YOLO,WINTERS JOINT UNIFIED,WINTERS HIGH,160,37,23.1,21.2,16,10
57,72710,5738802,YOLO,WOODLAND JOINT UNIFIED,WOODLAND SENIOR HIGH,637,79,12.4,20.7,42,6.6
58,72736,5830013,YUBA,MARYSVILLE JOINT UNIFIED,LINDHURST HIGH,254,24,9.4,19.6,9,3.5
58,72736,5835202,YUBA,MARYSVILLE JOINT UNIFIED,MARYSVILLE HIGH,215,16,7.4,23.0,11,5.1
58,72769,5838305,YUBA,WHEATLAND UNION HIGH,WHEATLAND UNION HIGH,120,10,8.3,NA,NA,NA
