"County
Number","District
Number","School
Number",County Name,District Name,School Name,"Grade
12","Number
Tested","Percent
Tested",Verbal,Critical reading,Math,Writing,Total,Total scores above 1500,Percent scores above 1500,Total scores above 1000,Percent scores above 1000
09,61853,0930222,El Dorado,El Dorado Union High,Vista High,31,,.,NA,,,,,,,NA,NA
09,61853,0932756,El Dorado,El Dorado Union High,El Dorado High,285,134,47.02,NA,537,527,524,1588,82,61.19,NA,NA
09,61853,0934554,El Dorado,El Dorado Union High,Independence Continuation,78,,.,NA,,,,,,,NA,NA
09,61853,0936302,El Dorado,El Dorado Union High,Ponderosa High,410,185,45.12,NA,542,575,531,1648,139,75.14,NA,NA
09,61903,0930040,El Dorado,Lake Tahoe Unified,Mt. Tallac High,48,,.,NA,,,,,,,NA,NA
09,61903,0930107,El Dorado,Lake Tahoe Unified,Transitional Learning Center (Continuati,29,,.,NA,,,,,,,NA,NA
09,61903,0937805,El Dorado,Lake Tahoe Unified,South Tahoe High,254,107,42.13,NA,517,527,517,1561,64,59.81,NA,NA
09,73783,0121566,El Dorado,Black Oak Mine Unified,American River Charter,4,,.,NA,,,,,,,NA,NA
09,73783,0930073,El Dorado,Black Oak Mine Unified,Golden Sierra High,108,35,32.41,NA,540,569,520,1629,26,74.29,NA,NA
09,73783,0930099,El Dorado,Black Oak Mine Unified,Divide High,14,,.,NA,,,,,,,NA,NA
10,10108,0109991,Fresno,Fresno County Office of Educat,Crescent View West Charter,66,,.,NA,,,,,,,NA,NA
10,10108,0111682,Fresno,Fresno County Office of Educat,Hume Lake Charter,3,2,66.67,NA,,,,,,,NA,NA
10,10108,1030337,Fresno,Fresno County Office of Educat,Fresno County Court,113,,.,NA,,,,,,,NA,NA
10,10108,1030899,Fresno,Fresno County Office of Educat,Fresno County Community,36,,.,NA,,,,,,,NA,NA
10,10108,1030923,Fresno,Fresno County Office of Educat,Fresno County Community Day,8,,.,NA,,,,,,,NA,NA
10,10108,6069488,Fresno,Fresno County Office of Educat,Fresno County Special Education Local Pl,31,,.,NA,,,,,,,NA,NA
10,62117,0110270,Fresno,Clovis Unified,Clovis Community Day Secondary,11,,.,NA,,,,,,,NA,NA
10,62117,0113555,Fresno,Clovis Unified,Clovis North High,394,240,60.91,NA,515,534,510,1558,130,54.17,NA,NA
10,62117,0118018,Fresno,Clovis Unified,Clovis Online Charter,8,1,12.50,NA,,,,,,,NA,NA
10,62117,1030196,Fresno,Clovis Unified,Clovis West High,587,377,64.22,NA,505,536,509,1550,213,56.50,NA,NA
10,62117,1030469,Fresno,Clovis Unified,Enterprise Alternative,48,3,6.25,NA,,,,,,,NA,NA
10,62117,1030501,Fresno,Clovis Unified,Buchanan High,562,312,55.52,NA,520,540,509,1569,180,57.69,NA,NA
10,62117,1030683,Fresno,Clovis Unified,Clovis East High,538,272,50.56,NA,455,468,459,1382,83,30.51,NA,NA
10,62117,1031004,Fresno,Clovis Unified,Gateway High (Continuation),97,,.,NA,,,,,,,NA,NA
10,62117,1031053,Fresno,Clovis Unified,Clovis High,676,263,38.91,NA,496,503,481,1481,125,47.53,NA,NA
10,62125,1030113,Fresno,Coalinga-Huron Joint Unified,Cambridge High,57,,.,NA,,,,,,,NA,NA
10,62125,1031376,Fresno,Coalinga-Huron Joint Unified,Coalinga High,216,71,32.87,NA,433,440,430,1302,12,16.90,NA,NA
10,62158,0120246,Fresno,Fowler Unified,Casa Blanca Academy,8,,.,NA,,,,,,,NA,NA
10,62158,1031954,Fresno,Fowler Unified,Casa Blanca Continuation,3,,.,NA,,,,,,,NA,NA
10,62158,1032150,Fresno,Fowler Unified,Fowler High,166,79,47.59,NA,456,476,467,1399,26,32.91,NA,NA
10,62166,0106740,Fresno,Fresno Unified,Valley Preparatory Academy Charter,2,,.,NA,,,,,,,NA,NA
10,62166,0108555,Fresno,Fresno Unified,Design Science Early College High,78,47,60.26,NA,485,482,432,1399,16,34.04,NA,NA
10,62166,0114355,Fresno,Fresno Unified,Sierra Charter,232,5,2.16,NA,,,,,,,NA,NA
10,62166,0114553,Fresno,Fresno Unified,University High,99,95,95.96,NA,603,588,596,1787,86,90.53,NA,NA
10,62166,0120964,Fresno,Fresno Unified,Phoenix Secondary,2,,.,NA,,,,,,,NA,NA
10,62166,1030279,Fresno,Fresno Unified,Bullard High,584,288,49.32,NA,481,478,473,1433,113,39.24,NA,NA
10,62166,1030287,Fresno,Fresno Unified,J. E. Young Academic Center,132,3,2.27,NA,,,,,,,NA,NA
10,62166,1030295,Fresno,Fresno Unified,Erma Duncan Polytechnical High,205,89,43.41,NA,398,433,407,1238,8,8.99,NA,NA
10,62166,1030584,Fresno,Fresno Unified,Cambridge Continuation High,246,2,0.81,NA,,,,,,,NA,NA
10,62166,1030642,Fresno,Fresno Unified,School of Unlimited Learning,125,,.,NA,,,,,,,NA,NA
10,62166,1030667,Fresno,Fresno Unified,New Millennium Institute of Education Ch,138,,.,NA,,,,,,,NA,NA
10,62166,1030675,Fresno,Fresno Unified,Sunnyside High,713,281,39.41,NA,405,415,410,1230,40,14.23,NA,NA
10,62166,1030717,Fresno,Fresno Unified,Florence E. Rata,15,,.,NA,,,,,,,NA,NA
10,62166,1030840,Fresno,Fresno Unified,Carter G. Woodson Public Charter,37,,.,NA,,,,,,,NA,NA
10,62166,1031632,Fresno,Fresno Unified,Dewolf Continuation High,165,,.,NA,,,,,,,NA,NA
10,62166,1031897,Fresno,Fresno Unified,Edison High,488,179,36.68,NA,497,502,492,1490,87,48.60,NA,NA
10,62166,1032507,Fresno,Fresno Unified,Fresno High,547,82,14.99,NA,422,425,420,1268,12,14.63,NA,NA
10,62166,1032911,Fresno,Fresno Unified,Herbert Hoover High,437,147,33.64,NA,429,433,420,1282,28,19.05,NA,NA
10,62166,1034214,Fresno,Fresno Unified,McLane High,417,129,30.94,NA,381,406,392,1179,7,5.43,NA,NA
10,62166,1035831,Fresno,Fresno Unified,Roosevelt High,512,136,26.56,NA,380,393,393,1166,11,8.09,NA,NA
10,62174,1030774,Fresno,West Fresno Elementary,W. E. B. DuBois Public Charter,29,3,10.34,NA,,,,,,,NA,NA
10,62257,1033695,Fresno,Kingsburg Joint Union High,Kingsburg High,284,89,31.34,NA,497,509,494,1500,42,47.19,NA,NA
10,62257,1033729,Fresno,Kingsburg Joint Union High,Oasis Continuation High,18,,.,NA,,,,,,,NA,NA
10,62265,0108092,Fresno,Kings Canyon Joint Unified,Orange Cove High,132,29,21.97,NA,408,431,403,1242,4,13.79,NA,NA
10,62265,0116640,Fresno,Kings Canyon Joint Unified,Dunlap Leadership Academy,18,,.,NA,,,,,,,NA,NA
10,62265,1030378,Fresno,Kings Canyon Joint Unified,Mountain View (Alternative),221,1,0.45,NA,,,,,,,NA,NA
10,62265,1033703,Fresno,Kings Canyon Joint Unified,Kings Canyon Continuation,55,,.,NA,,,,,,,NA,NA
10,62265,1035310,Fresno,Kings Canyon Joint Unified,Reedley High,385,97,25.19,NA,475,469,466,1411,34,35.05,NA,NA
10,62281,0110445,Fresno,Laton Joint Unified,Laton Community Day,3,,.,NA,,,,,,,NA,NA
10,62281,1033950,Fresno,Laton Joint Unified,Laton High,55,17,30.91,NA,426,438,419,1284,1,5.88,NA,NA
10,62364,1034990,Fresno,Parlier Unified,Parlier High,163,47,28.83,NA,395,405,411,1211,3,6.38,NA,NA
10,62364,1035005,Fresno,Parlier Unified,San Joaquin Valley Charter,23,,.,NA,,,,,,,NA,NA
10,62414,1030451,Fresno,Sanger Unified,Taft High,23,,.,NA,,,,,,,NA,NA
10,62414,1030766,Fresno,Sanger Unified,Hallmark Charter,64,21,32.81,NA,498,474,487,1458,9,42.86,NA,NA
10,62414,1030824,Fresno,Sanger Unified,Community Day,1,,.,NA,,,,,,,NA,NA
10,62414,1036086,Fresno,Sanger Unified,Kings River High (Continuation),44,,.,NA,,,,,,,NA,NA
10,62414,1036094,Fresno,Sanger Unified,Sanger High,622,259,41.64,NA,450,464,445,1359,72,27.80,NA,NA
10,62430,1030758,Fresno,Selma Unified,Selma Independent,40,,.,NA,,,,,,,NA,NA
10,62430,1036607,Fresno,Selma Unified,Heartland High (Continuation),8,,.,NA,,,,,,,NA,NA
10,62430,1036672,Fresno,Selma Unified,Selma High,389,97,24.94,NA,441,449,458,1347,27,27.84,NA,NA
10,62521,0108993,Fresno,Washington Union High,Easton Community Day,3,,.,NA,,,,,,,NA,NA
10,62521,0122473,Fresno,Washington Union High,Elm High,87,,.,NA,,,,,,,NA,NA
10,62521,1038298,Fresno,Washington Union High,Easton Continuation High,6,,.,NA,,,,,,,NA,NA
10,62521,1038306,Fresno,Washington Union High,Washington High,236,97,41.10,NA,392,412,398,1202,10,10.31,NA,NA
10,62539,6112387,Fresno,West Park Elementary,West Park Charter Academy,136,1,0.74,NA,,,,,,,NA,NA
10,62547,0120535,Fresno,Westside Elementary,Crescent View South Charter,62,,.,NA,,,,,,,NA,NA
10,73809,1030121,Fresno,Firebaugh-Las Deltas Joint Uni,Firebaugh High,158,62,39.24,NA,436,430,456,1322,10,16.13,NA,NA
10,73809,1030147,Fresno,Firebaugh-Las Deltas Joint Uni,El Puente High,22,,.,NA,,,,,,,NA,NA
10,73965,0114751,Fresno,Central Unified,Pathway Community Day,6,,.,NA,,,,,,,NA,NA
10,73965,1030386,Fresno,Central Unified,Central Unified Alternative/Opportunity,154,,.,NA,,,,,,,NA,NA
10,73965,1030626,Fresno,Central Unified,Central High East Campus,840,379,45.12,NA,443,442,437,1322,95,25.07,NA,NA
10,73965,1035112,Fresno,Central Unified,Pershing Continuation High,59,,.,NA,,,,,,,NA,NA
10,73999,1033422,Fresno,Kerman Unified,Nova High,1,,.,NA,,,,,,,NA,NA
10,73999,1033430,Fresno,Kerman Unified,Kerman High,251,58,23.11,NA,462,464,450,1376,18,31.03,NA,NA
10,75127,1030261,Fresno,Mendota Unified,Mendota Continuation High,12,,.,NA,,,,,,,NA,NA
10,75127,1030493,Fresno,Mendota Unified,Mendota High,156,44,28.21,NA,433,446,440,1319,6,13.64,NA,NA
10,75234,1030352,Fresno,Golden Plains Unified,Rio Del Rey High (Continuation),12,,.,NA,,,,,,,NA,NA
10,75234,1037456,Fresno,Golden Plains Unified,Tranquillity High,116,32,27.59,NA,370,409,407,1185,2,6.25,NA,NA
10,75275,1030139,Fresno,Sierra Unified,Sandy Bluffs Alternative Education Cente,21,,.,NA,,,,,,,NA,NA
10,75275,1036938,Fresno,Sierra Unified,Sierra High,152,75,49.34,NA,523,522,500,1545,40,53.33,NA,NA
10,75408,1030253,Fresno,Riverdale Joint Unified,Horizon High,8,,.,NA,,,,,,,NA,NA
10,75408,1035575,Fresno,Riverdale Joint Unified,Riverdale High,122,51,41.80,NA,410,407,418,1235,6,11.76,NA,NA
10,75598,1030535,Fresno,Caruthers Unified,Caruthers High,115,41,35.65,NA,406,438,410,1254,5,12.20,NA,NA
10,75598,1030543,Fresno,Caruthers Unified,MARC High,5,,.,NA,,,,,,,NA,NA
11,10116,1130087,Glenn,Glenn County Office of Educati,Glenn County Juvenile Court,3,,.,NA,,,,,,,NA,NA
11,10116,1130103,Glenn,Glenn County Office of Educati,William Finch,22,4,18.18,NA,,,,,,,NA,NA
11,10116,6077184,Glenn,Glenn County Office of Educati,Glenn County Special Education,6,,.,NA,,,,,,,NA,NA
11,62646,1136209,Glenn,Princeton Joint Unified,Princeton Junior-Senior High,19,1,5.26,NA,,,,,,,NA,NA
11,62653,1132109,Glenn,Stony Creek Joint Unified,Elk Creek Junior-Senior High,12,3,25.00,NA,,,,,,,NA,NA
11,62661,1130038,Glenn,Willows Unified,Willows Community High,10,,.,NA,,,,,,,NA,NA
11,62661,1132851,Glenn,Willows Unified,Willows High,104,31,29.81,NA,478,489,480,1447,13,41.94,NA,NA
11,75481,1130012,Glenn,Orland Joint Unified,North Valley High (Continuation),17,,.,NA,,,,,,,NA,NA
11,75481,1130145,Glenn,Orland Joint Unified,Orland Community Day,4,,.,NA,,,,,,,NA,NA
11,75481,1135656,Glenn,Orland Joint Unified,Orland High,153,35,22.88,NA,461,457,454,1373,10,28.57,NA,NA
11,76562,1130053,Glenn,Hamilton Unified,Ella Barkley High,13,,.,NA,,,,,,,NA,NA
11,76562,1133701,Glenn,Hamilton Unified,Hamilton High,56,,.,NA,,,,,,,NA,NA
12,10124,0106153,Humboldt,Humboldt County Office of Educ,Eel River Community,1,,.,NA,,,,,,,NA,NA
12,10124,0106161,Humboldt,Humboldt County Office of Educ,Eureka Community,3,,.,NA,,,,,,,NA,NA
12,10124,0106179,Humboldt,Humboldt County Office of Educ,Southern Humboldt Community,2,,.,NA,,,,,,,NA,NA
12,10124,0106187,Humboldt,Humboldt County Office of Educ,Hoopa Community,7,,.,NA,,,,,,,NA,NA
12,10124,0106195,Humboldt,Humboldt County Office of Educ,Humboldt County Office of Education Cour,1,,.,NA,,,,,,,NA,NA
12,10124,0106203,Humboldt,Humboldt County Office of Educ,Humboldt County Office of Education Juve,1,,.,NA,,,,,,,NA,NA
12,10124,0115097,Humboldt,Humboldt County Office of Educ,Northcoast Preparatory and Performing Ar,28,22,78.57,NA,599,540,582,1721,18,81.82,NA,NA
12,10124,6077192,Humboldt,Humboldt County Office of Educ,Glen Paul,1,,.,NA,,,,,,,NA,NA
12,62687,0107110,Humboldt,Northern Humboldt Union High,Six Rivers Charter High,25,6,24.00,NA,,,,,,,NA,NA
12,62687,1230044,Humboldt,Northern Humboldt Union High,Pacific Coast High (Continuation),24,,.,NA,,,,,,,NA,NA
12,62687,1230051,Humboldt,Northern Humboldt Union High,Tsurai High (Continuation),15,,.,NA,,,,,,,NA,NA
12,62687,1230705,Humboldt,Northern Humboldt Union High,Arcata High,197,98,49.75,NA,577,569,558,1703,79,80.61,NA,NA
12,62687,1235209,Humboldt,Northern Humboldt Union High,McKinleyville High,143,66,46.15,NA,532,518,520,1571,38,57.58,NA,NA
12,62810,0108688,Humboldt,Fortuna Union High,Academy of the Redwoods,56,25,44.64,NA,563,544,528,1635,20,80.00,NA,NA
12,62810,1233352,Humboldt,Fortuna Union High,East High (Continuation),46,,.,NA,,,,,,,NA,NA
12,62810,1233402,Humboldt,Fortuna Union High,Fortuna Union High,170,60,35.29,NA,492,482,461,1434,24,40.00,NA,NA
12,62901,1230028,Humboldt,Klamath-Trinity Joint Unified,Captain John Continuation High,7,,.,NA,,,,,,,NA,NA
12,62901,1234004,Humboldt,Klamath-Trinity Joint Unified,Hoopa Valley High,44,18,40.91,NA,469,439,427,1334,5,27.78,NA,NA
12,62927,1230150,Humboldt,Loleta Union Elementary,Pacific View Charter,27,,.,NA,,,,,,,NA,NA
12,63032,0111203,Humboldt,South Bay Union Elementary,Alder Grove Charter,14,,.,NA,,,,,,,NA,NA
12,63040,1230010,Humboldt,Southern Humboldt Joint Unifie,Osprey Learning Center,1,,.,NA,,,,,,,NA,NA
12,63040,1237007,Humboldt,Southern Humboldt Joint Unifie,South Fork Junior - Senior High,51,15,29.41,NA,537,499,505,1541,8,53.33,NA,NA
12,75374,1232909,Humboldt,Ferndale Unified,Ferndale High,43,25,58.14,NA,519,536,501,1556,16,64.00,NA,NA
12,75382,1230085,Humboldt,Mattole Unified,Mattole Triple Junction High,1,1,100.00,NA,,,,,,,NA,NA
12,75382,1230135,Humboldt,Mattole Unified,Mattole Valley Charter (#159),99,7,7.07,NA,,,,,,,NA,NA
12,75515,1230101,Humboldt,Eureka City Schools,Humboldt Bay High,18,,.,NA,,,,,,,NA,NA
12,75515,1232057,Humboldt,Eureka City Schools,Zoe Barnum High,42,,.,NA,,,,,,,NA,NA
12,75515,1232206,Humboldt,Eureka City Schools,Eureka Senior High,317,120,37.85,NA,504,529,490,1523,67,55.83,NA,NA
13,10132,1330117,Imperial,Imperial County Office of Educ,Imperial County Juvenile Hall/Community,75,,.,NA,,,,,,,NA,NA
13,10132,6069272,Imperial,Imperial County Office of Educ,Imperial County Special Education,59,,.,NA,,,,,,,NA,NA
13,63081,1331354,Imperial,Brawley Union High,Desert Valley High (Continuation),137,,.,NA,,,,,,,NA,NA
13,63081,1331404,Imperial,Brawley Union High,Brawley High,371,83,22.37,NA,482,490,471,1443,36,43.37,NA,NA
13,63099,1332154,Imperial,Calexico Unified,Aurora High (Continuation),71,,.,NA,,,,,,,NA,NA
13,63099,1332204,Imperial,Calexico Unified,Calexico High,609,159,26.11,NA,439,454,448,1341,34,21.38,NA,NA
13,63107,1332501,Imperial,Calipatria Unified,Calipatria High,84,32,38.10,NA,415,413,403,1231,4,12.50,NA,NA
13,63115,1330133,Imperial,Central Union High,Southwest High,446,152,34.08,NA,450,458,458,1366,40,26.32,NA,NA
13,63115,1333004,Imperial,Central Union High,Central Union High,359,96,26.74,NA,458,474,449,1381,27,28.13,NA,NA
13,63115,1333558,Imperial,Central Union High,Desert Oasis High (Continuation),83,,.,NA,,,,,,,NA,NA
13,63149,1335306,Imperial,Holtville Unified,Holtville High,122,43,35.25,NA,443,445,453,1342,11,25.58,NA,NA
13,63149,1337138,Imperial,Holtville Unified,Sam Webb Continuation,10,,.,NA,,,,,,,NA,NA
13,63164,1331115,Imperial,Imperial Unified,Imperial Ave. Holbrook High,21,,.,NA,,,,,,,NA,NA
13,63164,1335900,Imperial,Imperial Unified,Imperial High,170,65,38.24,NA,481,515,471,1467,27,41.54,NA,NA
13,63214,1330018,Imperial,San Pasqual Valley Unified,Bill M. Manes High,5,,.,NA,,,,,,,NA,NA
13,63214,1337609,Imperial,San Pasqual Valley Unified,San Pasqual Valley High,35,8,22.86,NA,,,,,,,NA,NA
14,10140,0117994,Inyo,Inyo County Office of Educatio,YouthBuild Charter School of California,180,1,0.56,NA,,,,,,,NA,NA
14,10140,0121301,Inyo,Inyo County Office of Educatio,YouthBuild Charter School of California,128,,.,NA,,,,,,,NA,NA
14,10140,1430073,Inyo,Inyo County Office of Educatio,Jill Kinmont Boothe,4,,.,NA,,,,,,,NA,NA
14,63248,1430123,Inyo,Big Pine Unified,Eureka Dunes High,1,,.,NA,,,,,,,NA,NA
14,63248,1431352,Inyo,Big Pine Unified,Big Pine High,10,4,40.00,NA,,,,,,,NA,NA
14,63271,1430065,Inyo,Death Valley Unified,Shoshone High (Continuation),2,,.,NA,,,,,,,NA,NA
14,63289,0113241,Inyo,Lone Pine Unified,Sierra Alternative Learning Academy,5,,.,NA,,,,,,,NA,NA
14,63289,1434901,Inyo,Lone Pine Unified,Lone Pine High,26,9,34.62,NA,,,,,,,NA,NA
14,63297,1436203,Inyo,Owens Valley Unified,Owens Valley High,4,1,25.00,NA,,,,,,,NA,NA
14,76687,0119081,Inyo,Bishop Unified,Bishop Independent Study,6,,.,NA,,,,,,,NA,NA
14,76687,0122671,Inyo,Bishop Unified,Golden State Virtual Academy,1,,.,NA,,,,,,,NA,NA
14,76687,1430057,Inyo,Bishop Unified,Palisade Glacier High (Continuation),13,,.,NA,,,,,,,NA,NA
14,76687,1430107,Inyo,Bishop Unified,Keith B. Bright High (Juvenile Hall),2,,.,NA,,,,,,,NA,NA
14,76687,1431600,Inyo,Bishop Unified,Bishop Union High,144,78,54.17,NA,503,507,489,1500,35,44.87,NA,NA
15,10157,1530302,Kern,Kern County Office of Educatio,Kern County Juvenile Court,153,,.,NA,,,,,,,NA,NA
15,10157,1530310,Kern,Kern County Office of Educatio,Kern County Community,600,,.,NA,,,,,,,NA,NA
15,10157,1530492,Kern,Kern County Office of Educatio,Valley Oaks Charter,47,9,19.15,NA,,,,,,,NA,NA
15,10157,6069496,Kern,Kern County Office of Educatio,Kern County Special Education,24,,.,NA,,,,,,,NA,NA
15,63412,0100529,Kern,Delano Joint Union High,Cesar E. Chavez High,340,107,31.47,NA,439,494,436,1368,34,31.78,NA,NA
15,63412,0116384,Kern,Delano Joint Union High,Robert F. Kennedy High,186,47,25.27,NA,429,453,429,1310,5,10.64,NA,NA
15,63412,1531656,Kern,Delano Joint Union High,Valley High,47,1,2.13,NA,,,,,,,NA,NA
15,63412,1531672,Kern,Delano Joint Union High,Delano High,441,90,20.41,NA,456,501,440,1396,32,35.56,NA,NA
15,63529,0100198,Kern,Kern Union High,Golden Valley High,640,169,26.41,NA,440,450,446,1336,38,22.49,NA,NA
15,63529,0110999,Kern,Kern Union High,Frontier High,546,212,38.83,NA,492,512,482,1486,101,47.64,NA,NA
15,63529,0116392,Kern,Kern Union High,Independence High,363,130,35.81,NA,467,477,460,1404,45,34.62,NA,NA
15,63529,0116400,Kern,Kern Union High,Mira Monte High,353,119,33.71,NA,413,417,399,1229,12,10.08,NA,NA
15,63529,1530021,Kern,Kern Union High,Central Valley High (Continuation),70,,.,NA,,,,,,,NA,NA
15,63529,1530047,Kern,Kern Union High,Nueva Continuation High,98,,.,NA,,,,,,,NA,NA
15,63529,1530112,Kern,Kern Union High,Vista West Continuation High,201,,.,NA,,,,,,,NA,NA
15,63529,1530252,Kern,Kern Union High,Arvin High,551,176,31.94,NA,406,437,412,1255,22,12.50,NA,NA
15,63529,1530294,Kern,Kern Union High,Summit Continuation,9,,.,NA,,,,,,,NA,NA
15,63529,1530344,Kern,Kern Union High,Stockdale High,525,293,55.81,NA,511,534,514,1559,164,55.97,NA,NA
15,63529,1530369,Kern,Kern Union High,Centennial High,479,172,35.91,NA,503,523,492,1518,89,51.74,NA,NA
15,63529,1530385,Kern,Kern Union High,Ridgeview High,562,195,34.70,NA,449,471,444,1364,50,25.64,NA,NA
15,63529,1530435,Kern,Kern Union High,Kern Workforce 2000 Academy,231,,.,NA,,,,,,,NA,NA
15,63529,1530476,Kern,Kern Union High,Liberty High,456,185,40.57,NA,496,516,486,1499,89,48.11,NA,NA
15,63529,1530708,Kern,Kern Union High,Bakersfield High,592,167,28.21,NA,510,527,492,1528,90,53.89,NA,NA
15,63529,1532290,Kern,Kern Union High,East Bakersfield High,536,130,24.25,NA,444,452,444,1339,34,26.15,NA,NA
15,63529,1532605,Kern,Kern Union High,Foothill High,555,145,26.13,NA,421,434,414,1269,22,15.17,NA,NA
15,63529,1533330,Kern,Kern Union High,Highland High,406,107,26.35,NA,471,471,448,1390,38,35.51,NA,NA
15,63529,1533538,Kern,Kern Union High,Kern Valley High,121,18,14.88,NA,517,519,479,1515,8,44.44,NA,NA
15,63529,1534775,Kern,Kern Union High,North High,524,114,21.76,NA,477,465,455,1397,35,30.70,NA,NA
15,63529,1535087,Kern,Kern Union High,Shafter High,320,107,33.44,NA,445,464,443,1352,31,28.97,NA,NA
15,63529,1535392,Kern,Kern Union High,South High,454,125,27.53,NA,431,441,418,1291,25,20.00,NA,NA
15,63529,1536325,Kern,Kern Union High,Vista Continuation High,171,,.,NA,,,,,,,NA,NA
15,63529,1536606,Kern,Kern Union High,West High,500,105,21.00,NA,451,458,441,1350,28,26.67,NA,NA
15,63628,1533843,Kern,Maricopa Unified,Maricopa High,28,7,25.00,NA,,,,,,,NA,NA
15,63628,6121024,Kern,Maricopa Unified,California Virtual Academy @ Kern,18,1,5.56,NA,,,,,,,NA,NA
15,63677,0114512,Kern,Mojave Unified,California City High,111,47,42.34,NA,438,429,435,1302,13,27.66,NA,NA
15,63677,1530013,Kern,Mojave Unified,Mountain View High (Continuation),17,,.,NA,,,,,,,NA,NA
15,63677,1530336,Kern,Mojave Unified,Douglas,5,,.,NA,,,,,,,NA,NA
15,63677,1534460,Kern,Mojave Unified,Mojave Jr./Sr. High,55,8,14.55,NA,,,,,,,NA,NA
15,63685,1530997,Kern,Muroc Joint Unified,Boron Junior-Senior High,37,7,18.92,NA,,,,,,,NA,NA
15,63685,1531987,Kern,Muroc Joint Unified,Desert Junior-Senior High,108,54,50.00,NA,526,521,513,1560,32,59.26,NA,NA
15,63776,1530039,Kern,Southern Kern Unified,Rare Earth High (Continuation),10,,.,NA,,,,,,,NA,NA
15,63776,1530377,Kern,Southern Kern Unified,Abraham Lincoln Alternative,21,,.,NA,,,,,,,NA,NA
15,63776,1534957,Kern,Southern Kern Unified,Rosamond High,190,74,38.95,NA,477,483,481,1441,27,36.49,NA,NA
15,63818,1530138,Kern,Taft Union High,Buena Vista High (Continuation),25,,.,NA,,,,,,,NA,NA
15,63818,1535905,Kern,Taft Union High,Taft Union High,223,40,17.94,NA,480,486,462,1428,14,35.00,NA,NA
